timestamp,symbol,price_qty_buy,price_qty_sell,price_qty_buy_diff,price_qty_sell_diff,alpha1,alpha2,alpha3,mid,bid,bid_amt,ask,ask_amt,ret_5,ret_10,ret_20,ret_100,ret_200
1900,AMETHYSTS,9996,10004,-6,0,-25241.192435493136,-22540.52691895605,-2411.416240784777,10000.0,9996,1,10004,-1,0.0,0.0,0.0001,0.0,0.0003
2000,AMETHYSTS,19992,9998,9996,-6,-14670.034704845197,-15780.168843269234,2553.9502555291338,9997.0,9996,2,9998,-1,0.00030009002700810244,0.00045013504051215364,0.00030009002700810244,0.0006501950585175553,0.00030009002700810244
2100,AMETHYSTS,19992,30006,0,20008,-10269.024293391636,-5043.718190288464,-6470.829846682521,9999.0,9996,2,10002,-3,0.00010001000100010001,0.00010001000100010001,0.00010001000100010001,0.00010001000100010001,0.0
2200,AMETHYSTS,79984,10004,59992,-20002,10809.282994625852,-9531.202733201924,28115.10209199049,10001.0,9998,8,10004,-1,4.999500049995001e-05,-9.999000099990002e-05,-0.00019998000199980003,-9.999000099990002e-05,0.0
2300,AMETHYSTS,69986,20008,-9998,10004,4567.098096238096,-3670.641913241346,8868.261255194295,10001.0,9998,7,10004,-2,-9.999000099990002e-05,-9.999000099990002e-05,-0.00044995500449955,0.0,-9.999000099990002e-05
2400,AMETHYSTS,289855,290145,219869,270137,69157.66866736667,78471.65066073104,-14786.243246883423,10000.0,9995,29,10005,-29,0.0,0.0,0.0,0.0,-0.0003
2500,AMETHYSTS,9996,10004,-279859,-280141,-35547.33193284333,-29112.144537488275,-8758.945948130055,10000.0,9996,1,10004,-1,0.00015,0.0,-0.0001,0.0,0.0
2600,AMETHYSTS,229885,230115,219889,220111,41083.56764700967,45654.79882375821,-5344.167568878032,10000.0,9995,23,10005,-23,0.0,-0.00035,-0.0001,0.0,0.0002
2700,AMETHYSTS,59988,260130,-169897,30015,-22210.602647093237,40962.85917663074,-83171.30054132683,10001.5,9998,6,10005,-26,-0.00014997750337449384,0.00014997750337449384,-0.00014997750337449384,-0.00014997750337449384,-0.00014997750337449384
2800,AMETHYSTS,249875,250125,189887,-10005,41418.678147034734,25672.50142364152,30054.019675203912,10000.0,9995,25,10005,-25,0.0,-0.0001,0.0001,0.0,-0.0003
2900,AMETHYSTS,9996,10004,-239879,-240121,-42970.62529707569,-54065.54900345094,18129.211805122344,10000.0,9996,1,10004,-1,0.0,0.0001,-0.00015,-0.0001,-0.0001
3000,AMETHYSTS,9998,260130,2,250126,-30078.837707952986,37191.91569758434,-89172.0729169266,10001.5,9998,1,10005,-26,-0.00014997750337449384,-0.00014997750337449384,-4.999250112483127e-05,0.0001999700044993251,-0.00014997750337449384
3100,AMETHYSTS,19992,20008,9994,-240122,-18056.986395567084,-46002.25901169096,46543.15624984405,10000.0,9996,2,10004,-2,-0.00035,0.0,0.0,0.0,0.00015
3200,AMETHYSTS,9996,10004,-9996,-10004,-15638.690476896958,-35202.781308183665,27929.09374990643,10000.0,9996,1,10004,-1,0.0003,-0.0001,0.0001,0.00015,0.0001
3300,AMETHYSTS,19992,20008,9996,10004,-7948.283333827871,-21640.746915728563,16754.256249943857,10000.0,9996,2,10004,-2,-0.0001,-0.00035,0.0,0.0,0.0
3400,AMETHYSTS,19992,20008,0,0,-5563.798333679509,-15148.522841009992,10052.553749966311,10000.0,9996,2,10004,-2,0.0001,0.0,0.0,0.0,0.0
3500,AMETHYSTS,259870,260130,239878,240122,68068.74116642434,61432.634011293,5933.932249979787,10000.0,9995,26,10005,-26,0.0,-0.0001,0.0,0.0,0.0001
3600,AMETHYSTS,209895,39992,-49975,-220138,32655.61881649704,-23038.556192094897,71625.55934998787,9996.5,9995,21,9998,-4,0.0003501225428900115,0.0002500875306357225,0.0003501225428900115,0.000200070024508578,0.0003501225428900115
3700,AMETHYSTS,10002,10004,-199893,-29988,-37108.96682845208,-25123.389334466425,-24986.664390007278,10003.0,10002,1,10004,-1,-0.00039988003598920324,-0.00029991002699190244,-0.00014995501349595122,-0.0005998200539838049,0.0
3800,AMETHYSTS,19992,100020,9990,90016,-22979.27677991645,9418.427465873505,-47002.39863400436,9999.0,9996,2,10002,-10,-0.00025002500250025,0.00020002000200020003,0.00010001000100010001,0.00010001000100010001,0.00010001000100010001
3900,AMETHYSTS,9998,10004,-9994,-90016,-19083.693745941517,-20411.90077388855,3807.3608195973866,10001.0,9998,1,10004,-1,-9.999000099990002e-05,-0.00024997500249975,-9.999000099990002e-05,-0.00029997000299970003,-9.999000099990002e-05
4000,AMETHYSTS,19992,20008,9994,10004,-10360.385622159058,-11287.130541721985,2280.416491758432,10000.0,9996,2,10004,-2,-0.0001,0.0001,0.0,0.0001,0.00015
4100,AMETHYSTS,19992,20008,0,0,-7252.26993551134,-7900.9913792053885,1368.249895055059,10000.0,9996,2,10004,-2,-0.0001,0.0,0.0,0.0,0.0
4200,AMETHYSTS,19992,40008,0,20000,-5076.588954857938,469.306034556228,-7179.050062966965,9999.0,9996,2,10002,-4,0.00010001000100010001,0.00020002000200020003,0.00010001000100010001,0.00010001000100010001,0.0
4300,AMETHYSTS,219890,9998,199898,-30010,56415.78773159944,-8674.485775810641,87655.76996221983,9996.5,9995,22,9998,-1,0.0004501575551443005,0.0003501225428900115,0.0003501225428900115,0.0003501225428900115,0.0002500875306357225
4400,AMETHYSTS,299850,300150,79960,290152,63479.0514121196,80973.45995693254,-31483.33802266811,10000.0,9995,30,10005,-30,-0.00015,0.0,0.0,0.0,0.0003
4500,AMETHYSTS,9996,100020,-289854,-200130,-42520.86401151628,-3357.578030147226,-54779.60281360087,9999.0,9996,1,10002,-10,0.00020002000200020003,0.00010001000100010001,-0.00020002000200020003,-5.000500050005001e-05,0.00040004000400040005
4600,AMETHYSTS,9996,100020,0,0,-29764.60480806139,-2350.304621103058,-32867.76168816052,9999.0,9996,1,10002,-10,0.00010001000100010001,0.00010001000100010001,0.00010001000100010001,-0.00010001000100010001,-0.00025002500250025
4700,AMETHYSTS,19992,20008,9996,-80012,-17836.42336564297,-25648.81323477214,16282.542987103694,10000.0,9996,2,10004,-2,0.0001,0.00015,-0.00015,-0.00015,0.0
4800,AMETHYSTS,59988,20008,39996,0,-486.69635595008,-17954.169264340497,25767.92579226222,10001.0,9998,6,10004,-2,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05,-0.00024997500249975,-9.999000099990002e-05
4900,AMETHYSTS,219890,70014,159902,50006,47629.91255083494,2433.881514961653,59419.15547535733,9998.5,9995,22,10002,-7,0.00015002250337550632,0.00015002250337550632,5.000750112516878e-05,0.0004000600090013502,0.000450067510126519
5000,AMETHYSTS,29994,20008,-189896,-50006,-23627.86121441554,-13298.082939526845,-20304.506714785603,10001.0,9998,3,10004,-2,-9.999000099990002e-05,-9.999000099990002e-05,4.999500049995001e-05,4.999500049995001e-05,-9.999000099990002e-05
5100,AMETHYSTS,9996,10004,-19998,-10004,-22538.902850090875,-12309.85805766879,-16180.304028871362,10000.0,9996,1,10004,-1,0.0,0.0,0.0,0.0,0.00035
5200,AMETHYSTS,89982,10004,79986,0,8218.568004936387,-8616.900640368152,22286.217582677185,10001.0,9998,9,10004,-1,4.999500049995001e-05,-9.999000099990002e-05,0.0,4.999500049995001e-05,-0.00039996000399960006
5300,AMETHYSTS,9996,10004,-79986,0,-18242.802396544528,-6031.830448257706,-18622.66945039369,10000.0,9996,1,10004,-1,0.0,0.0,0.0003,-0.00015,0.0
5400,AMETHYSTS,209895,210105,199899,200101,47199.73832241883,55808.0186862196,-11254.401670236211,10000.0,9995,21,10005,-21,0.0,0.0,0.0,-0.0003,0.0
5500,AMETHYSTS,269865,270135,59970,60030,51030.81682569318,57074.61308035372,-6776.641002141727,10000.0,9995,27,10005,-27,0.0,-0.0003,-0.00015,0.0003,-0.0003
5600,AMETHYSTS,279860,280140,9995,10005,38720.07177798523,42953.7291562476,-4069.984601285036,10000.0,9995,28,10005,-28,0.0,0.0,0.0,0.0,-0.0001
5700,AMETHYSTS,19996,270135,-259864,-10005,-50855.14975541034,27066.11040937332,-102385.59076077104,10001.5,9998,2,10005,-27,-0.00014997750337449384,-0.0002999550067489877,-0.00014997750337449384,0.00014997750337449384,-0.00014997750337449384
5800,AMETHYSTS,9996,10004,-10000,-260131,-38598.60482878723,-59093.02271343868,38621.0455435374,10000.0,9996,1,10004,-1,0.0,0.0,0.0001,0.0001,0.00035
5900,AMETHYSTS,19992,20008,9996,10004,-24020.223380151063,-38363.91589940708,23169.42732612244,10000.0,9996,2,10004,-2,0.0,-0.0001,0.0,-0.0002,0.0
6000,AMETHYSTS,299850,300150,279858,280142,67143.24363389425,57187.85887041504,13788.056395673462,10000.0,9995,30,10005,-30,-0.0003,0.00015,0.0,-0.0001,0.0
6100,AMETHYSTS,9996,10004,-289854,-290146,-39955.929456274025,-47012.29879070948,8389.633837404077,10000.0,9996,1,10004,-1,0.0,0.0,0.0,-0.00025,0.00015
6200,AMETHYSTS,9996,10004,0,0,-27969.150619391818,-32908.60915349663,5033.780302442446,10000.0,9996,1,10004,-1,-0.00015,0.0001,0.0,-0.00035,0.0
6300,AMETHYSTS,19992,20008,9996,10004,-16579.60543357427,-20034.82640744764,3017.068181465468,10000.0,9996,2,10004,-2,0.0,0.0003,0.0,0.0,-0.0003
6400,AMETHYSTS,9996,10004,-9996,-10004,-14604.523803501988,-17025.578485213347,1813.4409088792809,10000.0,9996,1,10004,-1,-0.0001,0.0,0.0,-0.0001,0.0
6500,AMETHYSTS,9996,9998,0,-6,-10223.166662451393,-11919.704939649342,1090.4645453275684,9997.0,9996,1,9998,-1,0.00045013504051215364,0.00015004501350405122,0.00040012003601080324,0.00020006001800540162,0.00030009002700810244
6600,AMETHYSTS,19992,20008,9996,10010,-4157.416663715974,-5340.793457754538,648.678727196541,10000.0,9996,2,10004,-2,0.0,0.0,0.0,0.0001,-0.0003
6700,AMETHYSTS,199900,30006,179908,9998,51062.20833539882,-739.1554204281765,68353.20723631792,9998.5,9995,20,10002,-3,0.00025003750562584387,0.00015002250337550632,0.00030004500675101265,0.0005000750112516877,0.00025003750562584387
6800,AMETHYSTS,19992,20008,-179908,-9998,-18228.85416522083,-3516.808794299724,-26952.07565820925,10000.0,9996,2,10004,-2,0.0003,0.0001,-0.00035,0.0,0.0
6900,AMETHYSTS,9996,50010,-9996,30002,-15758.99791565458,6538.8338439901945,-32170.44539492555,9999.0,9996,1,10002,-5,0.00010001000100010001,0.00010001000100010001,0.00025002500250025,0.00010001000100010001,0.00045004500450045
7000,AMETHYSTS,19996,270135,10000,220125,-8031.298540958205,70614.68369079314,-103352.26723695532,10001.5,9998,2,10005,-27,-0.0002999550067489877,-0.00014997750337449384,-0.00014997750337449384,0.0,-0.0002999550067489877
7100,AMETHYSTS,9996,10004,-10000,-260131,-8621.908978670745,-28609.021416444804,38041.03965782681,10000.0,9996,1,10004,-1,0.0,0.0,0.0001,0.0,0.0
7200,AMETHYSTS,49990,10004,39994,0,5962.863714930478,-20026.31499151136,38822.22379469609,10001.0,9998,5,10004,-1,-9.999000099990002e-05,-9.999000099990002e-05,4.999500049995001e-05,0.0,4.999500049995001e-05
7300,AMETHYSTS,10002,20008,-39988,10004,-7822.395399548665,-11017.22049405795,3296.534276817649,10003.0,10002,1,10004,-2,-0.00019994001799460162,-0.00029991002699190244,-0.00029991002699190244,-0.00039988003598920324,-0.00029991002699190244
7400,AMETHYSTS,9996,10004,-6,-10004,-5477.476779684066,-10713.254345840563,5977.120566090589,10000.0,9996,1,10004,-1,0.0,0.0,0.0001,0.00025,0.0
7500,AMETHYSTS,249875,100020,239879,90016,68129.46625422114,19505.52195791161,63531.47233965436,9998.5,9995,25,10002,-10,0.00015002250337550632,0.00025003750562584387,0.00015002250337550632,0.00015002250337550632,0.00015002250337550632
7600,AMETHYSTS,19992,20008,-229883,-80012,-21274.2736220452,-10349.734629461876,-21829.516596207388,10000.0,9996,2,10004,-2,0.0,0.0,0.0,0.00015,0.00015
7700,AMETHYSTS,219890,220110,199898,200102,45077.408464568354,52785.78575937669,-13179.309957724432,10000.0,9995,22,10005,-22,0.0,0.00015,-0.00015,0.0,0.0
7800,AMETHYSTS,29994,10004,-189896,-210106,-25414.61407480215,-26081.749968436317,176.41402536534133,10001.0,9998,3,10004,-1,-9.999000099990002e-05,-0.00044995500449955,-9.999000099990002e-05,-0.00019998000199980003,0.0
7900,AMETHYSTS,9996,10004,-19998,0,-23789.629852361504,-18257.22497790542,-7893.351584780796,10000.0,9996,1,10004,-1,0.0,0.00015,0.0,0.0,-0.0001
8000,AMETHYSTS,269865,270135,259869,260131,61307.95910334695,65259.24251546621,-4840.810950868477,10000.0,9995,27,10005,-27,0.0001,0.0,0.0,0.0,0.00015
8100,AMETHYSTS,9996,10004,-259869,-260131,-35045.12862765713,-32357.830239173654,-2799.686570521086,10000.0,9996,1,10004,-1,0.0,0.0001,-0.0001,0.0,0.0
8200,AMETHYSTS,229885,230115,219889,220111,41435.10996064001,43382.81883257844,-1768.6119423126515,10000.0,9995,23,10005,-23,0.00015,0.00015,0.0,0.0,-0.0003
8300,AMETHYSTS,9996,10004,-219889,-220111,-36962.12302755199,-35665.32681719509,-972.3671653875908,10000.0,9996,1,10004,-1,-0.00035,0.0,0.00015,0.0,0.0
8400,AMETHYSTS,279860,280140,269864,270136,55085.71388071361,56075.07122796344,-692.2202992325545,10000.0,9995,28,10005,-28,0.00015,0.0001,0.0003,0.0,0.0
8500,AMETHYSTS,99980,20008,-179880,-260132,-15404.000283500478,-38787.05014042559,31685.46782046047,10001.0,9998,10,10004,-2,-9.999000099990002e-05,-9.999000099990002e-05,0.0,-0.00034996500349965005,4.999500049995001e-05
8600,AMETHYSTS,9996,10004,-89984,-10004,-37778.00019845033,-30152.13509829791,-12980.719307723715,10000.0,9996,1,10004,-1,0.0001,0.0,-0.0002,0.00035,0.0003
8700,AMETHYSTS,99980,270135,89984,260131,550.599861084771,56932.80543119147,-75847.23158463424,10001.5,9998,10,10005,-27,0.0,-0.0002999550067489877,0.0,-0.00014997750337449384,-0.00014997750337449384
8800,AMETHYSTS,249875,9998,149895,-260137,45353.91990275934,-38188.136198165965,118504.46104921948,9996.5,9995,25,9998,-1,0.0003501225428900115,0.0003501225428900115,0.0004501575551443005,0.0003501225428900115,0.0003501225428900115
8900,AMETHYSTS,89982,260130,-159893,250132,-16220.156068068463,48307.90466128381,-92907.32337046832,10001.5,9998,9,10005,-26,-4.999250112483127e-05,-0.00014997750337449384,-0.00014997750337449384,0.0,-4.999250112483127e-05
9000,AMETHYSTS,19992,20008,-69990,-240122,-32351.109247647924,-38221.066737101326,12308.405977719012,10000.0,9996,2,10004,-2,0.0,0.0,-0.00015,0.0,0.0
9100,AMETHYSTS,29994,20008,10002,0,-19645.176473353546,-26754.746715970927,11385.843586631408,10001.0,9998,3,10004,-2,-9.999000099990002e-05,-0.00019998000199980003,4.999500049995001e-05,-9.999000099990002e-05,-9.999000099990002e-05
9200,AMETHYSTS,99980,270135,69986,250127,7244.176468652518,56309.77729882034,-65224.893848021165,10001.5,9998,10,10005,-27,-0.0002999550067489877,-0.00014997750337449384,-0.00024996250562415637,-0.0004499325101234815,-0.00014997750337449384
9300,AMETHYSTS,9996,10004,-89984,-260131,-21924.27647194324,-38622.45589082577,28923.863691187304,10000.0,9996,1,10004,-1,0.0,0.00015,0.0,0.0,-0.0001
9400,AMETHYSTS,19996,20008,10000,10004,-12346.993530360263,-24034.51912357804,17352.718214712382,10001.0,9998,2,10004,-2,-9.999000099990002e-05,0.00019998000199980003,-9.999000099990002e-05,-9.999000099990002e-05,0.00019998000199980003
9500,AMETHYSTS,9996,10004,-10000,-10004,-11642.895471252185,-19825.363386504625,10413.23092882743,10000.0,9996,1,10004,-1,0.0,0.0001,-0.0001,0.0,0.0
9600,AMETHYSTS,9996,10004,0,0,-8150.026829876529,-13877.754370553235,6247.9385572964575,10000.0,9996,1,10004,-1,-0.0001,-0.0002,-0.0001,0.0,0.0
9700,AMETHYSTS,219890,10002,209894,-2,57263.18121908643,-9715.028059387265,87707.16313437789,9998.5,9995,22,10002,-1,0.00015002250337550632,0.00030004500675101265,0.00015002250337550632,0.000450067510126519,5.000750112516878e-05
9800,AMETHYSTS,259870,260130,39980,250128,52078.226853360495,68237.88035842891,-31434.902119373284,10000.0,9995,26,10005,-26,0.00015,0.0001,-0.0001,0.0,0.0001
9900,AMETHYSTS,249875,250125,-9995,-10005,33456.25879735234,44765.01625090023,-18856.94127162397,10000.0,9995,25,10005,-25,0.0003,0.0,0.0,0.0,0.0
10000,AMETHYSTS,279860,280140,29985,30015,32414.88115814664,40340.01137563016,-11326.164762974382,10000.0,9995,28,10005,-28,0.0001,-0.00015,0.00035,-0.00015,0.0001
10100,AMETHYSTS,9996,30006,-269864,-250134,-58268.78318929735,-46802.19203705889,-14687.698857784628,9999.0,9996,1,10002,-3,-0.00010001000100010001,0.00025002500250025,0.00010001000100010001,0.00040004000400040005,0.00010001000100010001
10200,AMETHYSTS,19992,20008,9996,-9998,-37789.348232508135,-35760.934425941225,-815.0193146707752,10000.0,9996,2,10004,-2,0.00015,-0.0001,0.0,-0.00035,0.0
10300,AMETHYSTS,39992,270135,20000,250127,-20452.543762755693,50005.445901841136,-92539.81158880246,10001.5,9998,4,10005,-27,-4.999250112483127e-05,-0.00014997750337449384,-4.999250112483127e-05,-0.00014997750337449384,-0.00024996250562415637
10400,AMETHYSTS,10002,10004,-29990,-260131,-23313.780633928985,-43035.48786871121,36532.51304671853,10003.0,10002,1,10004,-1,-0.00029991002699190244,-0.00029991002699190244,-0.00029991002699190244,-0.000499850044986504,-0.00019994001799460162
10500,AMETHYSTS,39992,20008,29990,10004,-7322.646443750285,-27123.64150809784,29913.90782803112,10001.0,9998,4,10004,-2,-0.00024997500249975,-0.00019998000199980003,-9.999000099990002e-05,9.999000099990002e-05,0.0
10600,AMETHYSTS,19992,40000,-20000,19992,-11125.852510625198,-12988.949055668489,1951.544696818668,9998.0,9996,2,10000,-4,0.00035007001400280056,0.00010002000400080016,0.00020004000800160032,0.00020004000800160032,0.00010002000400080016
10700,AMETHYSTS,79984,280140,59992,240140,10209.50324256236,62949.73566103206,-70888.2731819088,10001.5,9998,8,10005,-28,-0.00024996250562415637,-0.00014997750337449384,-0.00014997750337449384,0.0001999700044993251,-0.00014997750337449384
10800,AMETHYSTS,49990,20008,-29994,-260132,-1851.5477302063464,-33974.78503727756,49522.236090854734,10001.0,9998,5,10004,-2,-9.999000099990002e-05,-0.00019998000199980003,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05
10900,AMETHYSTS,9996,10004,-39994,-10004,-13294.28341114444,-26783.549526094288,17717.34165451284,10000.0,9996,1,10004,-1,0.0,0.0,-0.0001,0.0,-0.0001
11000,AMETHYSTS,239880,70014,229884,60010,59659.201612198885,-745.4846682659991,78580.0049927077,9998.5,9995,24,10002,-7,5.000750112516878e-05,0.0005000750112516877,0.0005000750112516877,0.00015002250337550632,0.00035005250787618143
11100,AMETHYSTS,29994,210105,-209886,140091,-21204.358871460776,41505.4607322138,-92842.7970043754,10001.5,9998,3,10005,-21,-0.00024996250562415637,-0.00014997750337449384,-0.00014997750337449384,-0.00014997750337449384,-0.00014997750337449384
11200,AMETHYSTS,19992,70014,-10002,-140091,-17843.65121002254,-12973.477487450342,-3670.0782026252346,9999.0,9996,2,10002,-7,0.00010001000100010001,0.00010001000100010001,0.00025002500250025,-0.00025002500250025,0.0
11300,AMETHYSTS,9996,10004,-9996,-60010,-15489.355847015777,-27084.43424121524,17803.553078424862,10000.0,9996,1,10004,-1,-0.0001,0.0001,0.0,-0.0001,0.0
11400,AMETHYSTS,9996,10004,0,0,-10842.549092911044,-18959.103968850668,10682.131847054918,10000.0,9996,1,10004,-1,0.0,0.0,0.0,0.0,-0.00035
11500,AMETHYSTS,9996,70014,0,60010,-7589.78436503773,4731.627221804532,-17594.72089176705,9999.0,9996,1,10002,-7,0.00045004500450045,0.00010001000100010001,0.00010001000100010001,0.00010001000100010001,0.00010001000100010001
11600,AMETHYSTS,19992,20004,9996,-50010,-2314.049055526411,-11690.860944736827,13445.567464939772,9999.0,9996,2,10002,-2,0.00010001000100010001,0.00010001000100010001,-5.000500050005001e-05,0.00040004000400040005,0.00010001000100010001
11700,AMETHYSTS,19992,20008,0,4,-1619.8343388684875,-8182.402661315778,8065.740478963862,10000.0,9996,2,10004,-2,0.0,0.0,-0.0003,0.0001,0.0
11800,AMETHYSTS,99980,50000,79988,29992,22862.51596279206,3269.918137078956,24837.84428737832,9999.0,9998,10,10000,-5,0.00020002000200020003,0.00010001000100010001,0.00010001000100010001,0.00010001000100010001,0.00030003000300030005
11900,AMETHYSTS,19992,20008,-79988,-29992,-7992.638826045559,-6708.657304044731,-5095.693427573009,10000.0,9996,2,10004,-2,0.0,-0.0001,-0.0002,0.0003,0.00015
12000,AMETHYSTS,10002,200100,-9990,180092,-8591.847178231892,49331.539887168685,-79090.21605654381,10003.5,10002,1,10005,-20,-0.000349877542859999,0.0,-0.000249912530614285,-0.000349877542859999,-0.000349877542859999
12100,AMETHYSTS,19992,20008,9990,-180092,-3017.2930247623244,-19495.52207898192,28578.67036607372,10000.0,9996,2,10004,-2,0.0,0.0,0.0,-0.0001,0.0
12200,AMETHYSTS,19992,20008,0,0,-2112.105117333627,-13646.865455287343,17147.20221964423,10000.0,9996,2,10004,-2,0.0,0.00015,0.0,0.0001,0.0
12300,AMETHYSTS,59988,10004,39996,-10004,10520.32641786646,-12554.005818701142,30288.321331786537,10001.0,9998,6,10004,-1,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05
12400,AMETHYSTS,259870,260130,199882,250126,67328.82849250652,66249.9959269092,-1924.60720092808,10000.0,9995,26,10005,-26,-0.0001,0.0,0.0,-0.0003,0.0
12500,AMETHYSTS,199900,200100,-59970,-60030,29139.179944754564,28365.99714883644,-1130.7643205568477,10000.0,9995,20,10005,-20,0.00035,0.0,-0.00015,0.0,0.0001
12600,AMETHYSTS,219890,220110,19990,20010,26394.425961328197,25859.198004185502,-686.4585923341086,10000.0,9995,22,10005,-22,0.0,-0.00015,-0.0002,0.0002,0.00035
12700,AMETHYSTS,19992,20008,-199898,-200102,-41493.30182707026,-41929.161397070144,-330.2751554004652,10000.0,9996,2,10004,-2,0.00015,-0.0003,-0.00015,0.0,0.0
12800,AMETHYSTS,19992,20008,0,0,-29045.31127894918,-29350.412977949098,-198.1650932402791,10000.0,9996,2,10004,-2,0.0,0.0,-0.00015,-0.0003,0.0
12900,AMETHYSTS,9996,30006,-9996,9998,-23330.517895264424,-17545.889084564365,-8116.499055944168,9999.0,9996,1,10002,-3,0.00010001000100010001,-0.00010001000100010001,0.00035003500350035,0.0,0.00010001000100010001
13000,AMETHYSTS,10002,200100,6,170094,-16329.562526685097,38746.07764080494,-72905.0994335665,10003.5,10002,1,10005,-20,-0.000349877542859999,-0.000249912530614285,-0.000199930024491428,-0.000349877542859999,-0.000349877542859999
13100,AMETHYSTS,9996,10004,-6,-190096,-11432.493768679566,-29906.545651436536,32292.9403398601,10000.0,9996,1,10004,-1,-0.00015,0.0,0.0,0.00015,0.0
13200,AMETHYSTS,19996,220110,10000,210106,-5002.745638075696,42097.21804399442,-60666.63579608395,10001.5,9998,2,10005,-22,-0.0004499325101234815,-0.00014997750337449384,0.0,-4.999250112483127e-05,-0.00024996250562415637
13300,AMETHYSTS,239880,240120,219884,20010,62463.27805334701,35471.0526307961,43549.61852234964,10000.0,9995,24,10005,-24,0.0,0.0,-0.00015,0.0,0.0
13400,AMETHYSTS,19992,20008,-219888,-220112,-22242.105362657094,-41203.86315844272,26219.37111340978,10000.0,9996,2,10004,-2,-0.0002,0.0,-0.0003,0.0,-0.0001
