timestamp,symbol,alpha,mid,bid,bid_amt,ask,ask_amt,ret_5,ret_10,ret_20,ret_100,ret_200
11400,AMETHYSTS,69,10000.0,9996,1,10004,-1,0.0,0.0,0.0,0.0,-0.00035
11500,AMETHYSTS,69,9999.0,9996,1,10002,-7,0.00045004500450045,0.00010001000100010001,0.00010001000100010001,0.00010001000100010001,0.00010001000100010001
11600,AMETHYSTS,69,9999.0,9996,2,10002,-2,0.00010001000100010001,0.00010001000100010001,-5.000500050005001e-05,0.00040004000400040005,0.00010001000100010001
11700,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.0,0.0,-0.0003,0.0001,0.0
11800,AMETHYSTS,69,9999.0,9998,10,10000,-5,0.00020002000200020003,0.00010001000100010001,0.00010001000100010001,0.00010001000100010001,0.00030003000300030005
11900,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.0,-0.0001,-0.0002,0.0003,0.00015
12000,AMETHYSTS,69,10003.5,10002,1,10005,-20,-0.000349877542859999,0.0,-0.000249912530614285,-0.000349877542859999,-0.000349877542859999
12100,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.0,0.0,0.0,-0.0001,0.0
12200,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.0,0.00015,0.0,0.0001,0.0
12300,AMETHYSTS,69,10001.0,9998,6,10004,-1,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05
12400,AMETHYSTS,69,10000.0,9995,26,10005,-26,-0.0001,0.0,0.0,-0.0003,0.0
12500,AMETHYSTS,69,10000.0,9995,20,10005,-20,0.00035,0.0,-0.00015,0.0,0.0001
12600,AMETHYSTS,69,10000.0,9995,22,10005,-22,0.0,-0.00015,-0.0002,0.0002,0.00035
12700,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.00015,-0.0003,-0.00015,0.0,0.0
12800,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.0,0.0,-0.00015,-0.0003,0.0
12900,AMETHYSTS,69,9999.0,9996,1,10002,-3,0.00010001000100010001,-0.00010001000100010001,0.00035003500350035,0.0,0.00010001000100010001
13000,AMETHYSTS,69,10003.5,10002,1,10005,-20,-0.000349877542859999,-0.000249912530614285,-0.000199930024491428,-0.000349877542859999,-0.000349877542859999
13100,AMETHYSTS,69,10000.0,9996,1,10004,-1,-0.00015,0.0,0.0,0.00015,0.0
13200,AMETHYSTS,69,10001.5,9998,2,10005,-22,-0.0004499325101234815,-0.00014997750337449384,0.0,-4.999250112483127e-05,-0.00024996250562415637
13300,AMETHYSTS,69,10000.0,9995,24,10005,-24,0.0,0.0,-0.00015,0.0,0.0
13400,AMETHYSTS,69,10000.0,9996,2,10004,-2,-0.0002,0.0,-0.0003,0.0,-0.0001
13500,AMETHYSTS,69,10000.0,9995,30,10005,-30,0.0001,-0.00015,0.0003,0.0001,0.0
13600,AMETHYSTS,69,9998.5,9995,25,10002,-10,0.00015002250337550632,-5.000750112516878e-05,0.00015002250337550632,0.00015002250337550632,0.0005000750112516877
13700,AMETHYSTS,69,9997.0,9996,1,9998,-4,0.00030009002700810244,0.00015004501350405122,0.0006001800540162049,0.0006001800540162049,0.00020006001800540162
13800,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.0,-0.00015,0.0001,0.0,0.0
13900,AMETHYSTS,69,9998.0,9996,2,10000,-6,0.00020004000800160032,0.0004500900180036007,0.0,0.00020004000800160032,0.00020004000800160032
14000,AMETHYSTS,69,10001.0,9998,5,10004,-2,-0.00024997500249975,4.999500049995001e-05,-0.00019998000199980003,4.999500049995001e-05,0.00024997500249975
14100,AMETHYSTS,69,10000.0,9996,2,10004,-2,-0.0002,0.0,-0.00025,0.0,0.0
14200,AMETHYSTS,69,10000.0,9995,21,10005,-21,-0.00015,0.00015,-0.00035,-0.0001,0.0
14300,AMETHYSTS,69,10000.0,9996,2,10004,-2,-0.00015,-0.00015,0.0,-0.0001,0.0003
14400,AMETHYSTS,69,10000.0,9996,1,10004,-1,0.00025,-0.0003,-0.0001,0.0003,0.0
14500,AMETHYSTS,69,9998.5,9995,24,10002,-1,0.00030004500675101265,0.000450067510126519,5.000750112516878e-05,0.000450067510126519,0.00015002250337550632
14600,AMETHYSTS,69,9998.0,9996,2,10000,-2,0.00020004000800160032,0.00020004000800160032,0.0003000600120024005,-0.00015003000600120024,0.00020004000800160032
14700,AMETHYSTS,69,9998.5,9995,30,10002,-7,0.00030004500675101265,0.000450067510126519,0.0005000750112516877,0.00015002250337550632,0.00030004500675101265
14800,AMETHYSTS,69,9998.5,9995,28,10002,-6,0.0,0.00025003750562584387,0.00015002250337550632,0.00015002250337550632,0.00015002250337550632
14900,AMETHYSTS,69,10002.5,10000,4,10005,-26,-0.0005498625343664084,-0.0004498875281179705,-0.00024993751562109475,4.9987503124218944e-05,-0.00024993751562109475
15000,AMETHYSTS,69,10001.5,9998,1,10005,-25,0.00014997750337449384,-0.00024996250562415637,0.0,-0.00014997750337449384,0.0001999700044993251
15100,AMETHYSTS,69,10000.0,9995,22,10005,-22,0.0,-0.00025,0.0,0.00035,0.0003
15200,AMETHYSTS,69,10001.5,9998,6,10005,-27,0.00014997750337449384,-0.0004999250112483127,-4.999250112483127e-05,-0.0004499325101234815,-0.00024996250562415637
15300,AMETHYSTS,69,9998.5,9995,26,10002,-1,0.00025003750562584387,0.00015002250337550632,5.000750112516878e-05,0.00015002250337550632,0.00025003750562584387
15400,AMETHYSTS,69,9997.0,9996,2,9998,-1,0.00010003000900270081,0.00020006001800540162,0.0005501650495148545,0.00030009002700810244,0.0006501950585175553
15500,AMETHYSTS,69,10003.0,10002,1,10004,-2,-0.00039988003598920324,-0.00039988003598920324,-0.00029991002699190244,-0.0005998200539838049,-0.00029991002699190244
15600,AMETHYSTS,69,10000.0,9996,2,10004,-2,-0.00025,0.0001,0.00015,-0.0001,0.0
15700,AMETHYSTS,69,10003.0,10002,5,10004,-1,-0.0006498050584824553,4.9985004498650404e-05,-0.00029991002699190244,-0.00029991002699190244,-0.00029991002699190244
15800,AMETHYSTS,69,10001.0,9998,10,10004,-2,-9.999000099990002e-05,-9.999000099990002e-05,-0.00019998000199980003,0.00024997500249975,0.0
15900,AMETHYSTS,69,9998.0,9996,2,10000,-6,0.00010002000400080016,0.00020004000800160032,0.00020004000800160032,0.00020004000800160032,5.001000200040008e-05
16000,AMETHYSTS,69,9999.0,9996,2,10002,-6,0.0,0.00025002500250025,0.00010001000100010001,0.00010001000100010001,0.00040004000400040005
16100,AMETHYSTS,69,9997.5,9995,21,10000,-2,0.0003500875218804701,0.00025006251562890725,0.00025006251562890725,0.00040010002500625154,-5.001250312578144e-05
16200,AMETHYSTS,69,9996.5,9995,24,9998,-1,0.000700245085780023,0.0004501575551443005,0.0003501225428900115,0.0003501225428900115,0.0003501225428900115
16300,AMETHYSTS,69,10000.0,9996,1,10004,-1,0.0,-0.0001,0.0,-0.0003,0.0001
16400,AMETHYSTS,69,9999.0,9996,2,10002,-3,0.00010001000100010001,0.00035003500350035,0.00010001000100010001,0.00010001000100010001,0.00010001000100010001
16500,AMETHYSTS,69,9999.0,9996,2,10002,-7,0.00025002500250025,0.00010001000100010001,-0.00015001500150015003,0.00010001000100010001,0.00010001000100010001
16600,AMETHYSTS,69,10001.0,9998,4,10004,-2,-9.999000099990002e-05,4.999500049995001e-05,0.00024997500249975,-0.00039996000399960006,-9.999000099990002e-05
16700,AMETHYSTS,69,10003.5,10002,1,10005,-26,-0.000249912530614285,-0.000349877542859999,-0.000349877542859999,-0.000249912530614285,-0.000349877542859999
16800,AMETHYSTS,69,10000.0,9995,26,10005,-26,-0.0001,-0.0001,0.0,0.0,0.0
16900,AMETHYSTS,69,10000.0,9996,1,10004,-1,0.00025,0.0,0.00015,0.00035,0.0
17000,AMETHYSTS,69,10001.5,9998,9,10005,-29,-0.00014997750337449384,-0.00014997750337449384,-0.00014997750337449384,-0.0002999550067489877,-0.00014997750337449384
17100,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.00015,0.0,0.0,0.0,0.0
17200,AMETHYSTS,69,10001.0,9998,3,10004,-2,-9.999000099990002e-05,-9.999000099990002e-05,-0.00039996000399960006,4.999500049995001e-05,-0.00039996000399960006
17300,AMETHYSTS,69,9999.0,9996,2,10002,-9,0.0,0.00010001000100010001,0.00010001000100010001,0.00010001000100010001,0.00045004500450045
17400,AMETHYSTS,69,10002.5,10000,6,10005,-28,-0.00024993751562109475,-0.00024993751562109475,-0.00024993751562109475,-0.00024993751562109475,-0.00024993751562109475
17500,AMETHYSTS,69,10000.0,9995,26,10005,-26,0.0,-0.00025,0.0,0.0,-0.00015
17600,AMETHYSTS,69,10001.5,9998,6,10005,-30,-0.00014997750337449384,0.0001999700044993251,-0.00014997750337449384,0.0,-0.00014997750337449384
17700,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.0,0.0,0.0003,0.0,0.0
17800,AMETHYSTS,69,9999.0,9996,2,10002,-5,0.00010001000100010001,0.00010001000100010001,0.00010001000100010001,0.00020002000200020003,0.00010001000100010001
17900,AMETHYSTS,69,10000.0,9995,23,10005,-23,0.0,0.00015,0.0,-0.0001,0.0003
18000,AMETHYSTS,69,10000.0,9996,2,10004,-2,-0.00025,0.0,-0.00015,0.00015,-0.0001
18100,AMETHYSTS,69,10000.0,9995,20,10005,-20,0.00035,0.0,0.0003,0.0,0.0
18200,AMETHYSTS,69,10000.0,9996,1,10004,-1,0.0,-0.0003,-0.00035,-0.0003,0.00015
18300,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.0,0.0,0.0,0.0,-0.0002
18400,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.00015,0.0,-0.0002,0.0,0.00035
18500,AMETHYSTS,69,9997.5,9995,29,10000,-2,0.00025006251562890725,0.00025006251562890725,0.000450112528132033,0.00040010002500625154,0.00025006251562890725
18600,AMETHYSTS,69,10003.5,10002,1,10005,-20,-0.000349877542859999,-0.000349877542859999,-0.000349877542859999,-4.9982506122857e-05,-0.000349877542859999
18700,AMETHYSTS,69,10000.0,9995,22,10005,-22,-0.0003,0.0003,0.00035,0.0,-0.0001
18800,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.0,0.0,0.0,0.0,0.0
18900,AMETHYSTS,69,10001.5,9998,2,10005,-22,-0.00014997750337449384,-0.00014997750337449384,-0.00014997750337449384,-4.999250112483127e-05,-0.0002999550067489877
19000,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.0,-0.00015,0.0,0.0,0.0001
19100,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.0,0.0003,0.0,0.0,0.0
19200,AMETHYSTS,69,9997.0,9996,1,9998,-1,0.0006001800540162049,-5.0015004501350405e-05,-5.0015004501350405e-05,0.00030009002700810244,0.00030009002700810244
19300,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.0,0.0,-0.0001,-0.0001,0.0
19400,AMETHYSTS,69,10000.0,9995,26,10005,-26,0.0,-0.0002,0.0,0.0003,-0.00035
19500,AMETHYSTS,69,10000.0,9995,23,10005,-23,-0.00015,0.0002,0.0,0.0,0.0
19600,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.0003,0.0,0.0003,0.0,0.0
19700,AMETHYSTS,69,10003.0,10002,1,10004,-2,-0.0006498050584824553,4.9985004498650404e-05,-0.00019994001799460162,-0.00039988003598920324,-0.00029991002699190244
19800,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.0,0.0,0.0,0.0001,-0.0001
19900,AMETHYSTS,69,10000.0,9996,2,10004,-2,-0.0002,0.0,0.0003,0.0,0.0
20000,AMETHYSTS,69,9998.5,9995,27,10002,-4,0.00035005250787618143,0.00015002250337550632,0.00015002250337550632,0.00025003750562584387,5.000750112516878e-05
20100,AMETHYSTS,69,10003.0,10002,1,10004,-1,-0.00029991002699190244,-0.00029991002699190244,-0.00039988003598920324,-0.00029991002699190244,-0.00029991002699190244
20200,AMETHYSTS,69,9996.5,9995,29,9998,-1,0.000700245085780023,0.0,0.0004501575551443005,0.0003501225428900115,0.0
20300,AMETHYSTS,69,10000.0,9995,27,10005,-27,0.0,-0.0001,0.0,-0.0001,0.0
20400,AMETHYSTS,69,9998.0,9996,1,10000,-4,0.00020004000800160032,0.00020004000800160032,-0.00010002000400080016,0.0003000600120024005,0.0005001000200040008
20500,AMETHYSTS,69,10002.0,10000,3,10004,-2,-0.0001999600079984003,-0.0001999600079984003,-0.0001999600079984003,-9.998000399920016e-05,-0.0001999600079984003
20600,AMETHYSTS,69,10000.0,9996,2,10004,-2,0.0,0.0003,0.0002,-0.0001,0.0001
