day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,trades,ret_5,ret_10,ret_20,ret_100,ret_200
-2,1100,AMETHYSTS,9998,3,9996.0,1.0,9995.0,25.0,10004,1,10005.0,25.0,,,10001.0,0.0,[],-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05
-2,1200,AMETHYSTS,9998,6,9996.0,1.0,9995.0,27.0,10004,1,10005.0,27.0,,,10001.0,0.0,[],-0.00024997500249975,0.00019998000199980003,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05
-2,1300,AMETHYSTS,10000,3,9995.0,23.0,,,10005,23,,,,,10002.5,0.0,[],-9.997500624843789e-05,-0.00024993751562109475,-0.00024993751562109475,-0.00024993751562109475,-0.00034991252186953263
-2,1400,AMETHYSTS,9995,26,,,,,9998,3,10005.0,26.0,,,9996.5,0.0,[],0.0003501225428900115,0.0003501225428900115,0.0003501225428900115,0.0003501225428900115,0.0003501225428900115
-2,1500,AMETHYSTS,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0,0.0,"[('10004.0', '1')]",0.0,-0.00035,0.0,0.00035,-0.0001
-2,1600,AMETHYSTS,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0,0.0,[],0.0,0.0,0.00015,-0.00015,0.0
-2,1700,AMETHYSTS,9995,28,,,,,10002,6,10005.0,28.0,,,9998.5,0.0,[],0.000450067510126519,5.000750112516878e-05,0.00015002250337550632,0.00015002250337550632,0.00015002250337550632
-2,1800,AMETHYSTS,9998,10,9995.0,24.0,,,10005,24,,,,,10001.5,0.0,[],-0.00014997750337449384,-0.00014997750337449384,-0.0002999550067489877,-0.00014997750337449384,0.00014997750337449384
-2,1900,AMETHYSTS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0,0.0,[],0.0,0.0,0.0,0.0,0.00015
-2,2000,AMETHYSTS,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,0.0,[],-0.00035,0.0003,0.00015,0.0,0.00015
-2,2100,AMETHYSTS,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0,0.0,[],0.0,0.0,0.00015,0.0,0.0
-2,2200,AMETHYSTS,10002,1,9996.0,1.0,9995.0,25.0,10004,1,10005.0,25.0,,,10003.0,0.0,[],-0.00039988003598920324,-0.00029991002699190244,-0.00019994001799460162,-0.00029991002699190244,-0.00039988003598920324
-2,2300,AMETHYSTS,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0,0.0,[],0.0,0.0,0.0,0.00015,0.0
-2,2400,AMETHYSTS,9995,30,,,,,10005,30,,,,,10000.0,0.0,[],0.0,0.0,0.0001,0.0,0.0
-2,2500,AMETHYSTS,9995,21,,,,,9998,1,10005.0,21.0,,,9996.5,0.0,"[('9998.0', '1')]",0.0006502275796528785,0.0003501225428900115,0.0004501575551443005,0.0002500875306357225,0.0003501225428900115
-2,2600,AMETHYSTS,9996,1,9995.0,21.0,,,10004,1,10005.0,21.0,,,10000.0,0.0,[],0.0,0.00015,0.0,0.0,0.0
-2,2700,AMETHYSTS,9996,1,9995.0,26.0,,,10002,8,10004.0,1.0,10005.0,26.0,9999.0,0.0,[],0.00010001000100010001,0.00010001000100010001,0.0,0.00010001000100010001,-0.00025002500250025
-2,2800,AMETHYSTS,9995,28,,,,,10005,28,,,,,10000.0,0.0,[],0.0,-0.00015,-0.0001,-0.00035,0.0003
-2,2900,AMETHYSTS,9995,30,,,,,10005,30,,,,,10000.0,0.0,[],0.0,0.0,0.0003,-0.00035,0.0
-2,3000,AMETHYSTS,10002,3,9996.0,2.0,9995.0,26.0,10004,2,10005.0,26.0,,,10003.0,0.0,[],-0.00029991002699190244,-0.00014995501349595122,-0.00039988003598920324,-0.0005998200539838049,0.0
-2,3100,AMETHYSTS,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,0.0,[],0.00015,0.00015,0.0,0.0002,-0.0003
-2,3200,AMETHYSTS,9996,2,9995.0,26.0,,,10004,2,10005.0,26.0,,,10000.0,0.0,"[('9996.0', '1')]",0.0,0.0001,0.0,-0.0001,0.0
-2,3300,AMETHYSTS,9995,20,,,,,10005,20,,,,,10000.0,0.0,"[('9995.0', '2')]",-0.00015,0.0,0.0,-0.0001,0.0001
-2,3400,AMETHYSTS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,0.0,[],0.0,0.0001,0.0,0.0001,0.0
-2,3500,AMETHYSTS,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0,0.0,[],0.00015,0.0001,0.0001,0.00015,0.0
-2,3600,AMETHYSTS,9998,3,9995.0,26.0,,,10005,26,,,,,10001.5,0.0,"[('10005.0', '6')]",0.0,-0.00014997750337449384,4.999250112483127e-05,9.998500224966255e-05,-0.00024996250562415637
-2,3700,AMETHYSTS,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0,0.0,[],0.0001,-0.0001,-0.00015,0.0,0.0
-2,3800,AMETHYSTS,9995,27,,,,,10002,7,10005.0,27.0,,,9998.5,0.0,[],0.00015002250337550632,5.000750112516878e-05,0.00015002250337550632,0.00015002250337550632,0.00015002250337550632
-2,3900,AMETHYSTS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0,0.0,[],0.0001,0.0003,0.0001,0.0,-0.00035
-2,4000,AMETHYSTS,9998,2,9995.0,27.0,,,10005,27,,,,,10001.5,0.0,"[('9998.0', '1')]",-4.999250112483127e-05,-0.00024996250562415637,-0.00014997750337449384,-0.00014997750337449384,-0.00014997750337449384
-2,4100,AMETHYSTS,9998,8,9995.0,28.0,,,10005,28,,,,,10001.5,0.0,[],-0.00014997750337449384,-0.00014997750337449384,-0.00014997750337449384,-0.00014997750337449384,-0.00024996250562415637
-2,4200,AMETHYSTS,9998,6,9996.0,2.0,9995.0,23.0,10004,2,10005.0,23.0,,,10001.0,0.0,"[('10004.0', '2'), ('10004.0', '1')]",-0.00019998000199980003,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05
-2,4300,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,0.0,[],-0.0001,0.0,0.0,0.0,0.00035
-2,4400,AMETHYSTS,9998,8,9996.0,1.0,9995.0,28.0,10004,1,10005.0,28.0,,,10001.0,0.0,[],0.00019998000199980003,-9.999000099990002e-05,-9.999000099990002e-05,-0.00024997500249975,-9.999000099990002e-05
-2,4500,AMETHYSTS,9998,1,9996.0,1.0,9995.0,29.0,10004,1,10005.0,29.0,,,10001.0,0.0,[],-0.00019998000199980003,0.0,9.999000099990002e-05,-0.00019998000199980003,0.0
-2,4600,AMETHYSTS,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0,0.0,[],0.0,0.0002,0.0,0.0,0.0
-2,4700,AMETHYSTS,9996,1,9995.0,29.0,,,10002,3,10004.0,1.0,10005.0,29.0,9999.0,0.0,[],0.00010001000100010001,-5.000500050005001e-05,0.00020002000200020003,0.00010001000100010001,0.00010001000100010001
-2,4800,AMETHYSTS,9996,2,9995.0,24.0,,,10002,6,10004.0,2.0,10005.0,24.0,9999.0,0.0,[],0.00010001000100010001,0.00010001000100010001,0.00010001000100010001,0.0,0.00010001000100010001
-2,4900,AMETHYSTS,10002,1,9996.0,2.0,9995.0,22.0,10004,2,10005.0,22.0,,,10003.0,0.0,[],-0.00029991002699190244,-0.00019994001799460162,-0.00044986504048785366,-0.00029991002699190244,-0.00039988003598920324
-2,5000,AMETHYSTS,9996,1,9995.0,20.0,,,10002,1,10004.0,1.0,10005.0,20.0,9999.0,0.0,[],0.00020002000200020003,0.00010001000100010001,0.00010001000100010001,0.00010001000100010001,0.00020002000200020003
-2,5100,AMETHYSTS,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0,0.0,[],0.0002,0.0,0.0,0.0,0.00035
-2,5200,AMETHYSTS,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0,0.0,[],-0.00015,0.0,0.0,0.00015,0.0
-2,5300,AMETHYSTS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,0.0,[],0.0,0.0,0.0,0.00015,0.0
-2,5400,AMETHYSTS,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0,0.0,[],0.0001,0.0,-0.00015,-0.00015,0.0
-2,5500,AMETHYSTS,9998,7,9996.0,2.0,9995.0,28.0,10004,2,10005.0,28.0,,,10001.0,0.0,[],-9.999000099990002e-05,9.999000099990002e-05,0.00019998000199980003,-0.00019998000199980003,-0.00019998000199980003
-2,5600,AMETHYSTS,10000,6,9996.0,2.0,9995.0,30.0,10004,2,10005.0,30.0,,,10002.0,0.0,[],-0.0001999600079984003,-0.0001999600079984003,-0.0001999600079984003,-4.999000199960008e-05,-0.0001999600079984003
-2,5700,AMETHYSTS,9995,29,,,,,10002,1,10005.0,29.0,,,9998.5,0.0,[],0.00015002250337550632,0.00025003750562584387,5.000750112516878e-05,0.00015002250337550632,0.000450067510126519
-2,5800,AMETHYSTS,9996,2,9995.0,26.0,,,10004,2,10005.0,26.0,,,10000.0,0.0,[],0.0,0.0,0.0,-0.0001,0.0002
-2,5900,AMETHYSTS,9998,2,9996.0,1.0,9995.0,28.0,10004,1,10005.0,28.0,,,10001.0,0.0,[],-9.999000099990002e-05,-0.00024997500249975,-9.999000099990002e-05,0.00019998000199980003,-0.00019998000199980003
-2,6000,AMETHYSTS,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,0.0,[],0.0002,0.0,0.0001,0.0001,0.0
-2,6100,AMETHYSTS,9996,1,9995.0,26.0,,,10004,1,10005.0,26.0,,,10000.0,0.0,[],0.0,0.0,0.0001,0.0,0.0
-2,6200,AMETHYSTS,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,0.0,[],0.0001,0.0,-0.00015,0.0001,0.00035
-2,6300,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,0.0,[],0.0,0.0,0.0,-0.00015,0.00015
-2,6400,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,0.0,[],-0.00015,-0.00015,0.00015,-0.0002,0.0
-2,6500,AMETHYSTS,10000,5,9996.0,1.0,9995.0,21.0,10004,1,10005.0,21.0,,,10002.0,0.0,[],-0.0001999600079984003,9.998000399920016e-05,-0.0004999000199960008,-0.00029994001199760045,-9.998000399920016e-05
-2,6600,AMETHYSTS,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,0.0,[],0.0,0.0,-0.0001,0.0,0.0
-2,6700,AMETHYSTS,9998,3,9996.0,1.0,9995.0,27.0,10004,1,10005.0,27.0,,,10001.0,0.0,"[('9998.0', '2')]",-9.999000099990002e-05,-0.00019998000199980003,-0.00019998000199980003,-9.999000099990002e-05,9.999000099990002e-05
-2,6800,AMETHYSTS,9996,1,9995.0,23.0,,,10004,1,10005.0,23.0,,,10000.0,0.0,[],0.0,0.0,0.00035,0.0,0.0
-2,6900,AMETHYSTS,9995,28,,,,,10002,1,10005.0,28.0,,,9998.5,0.0,[],0.0,0.00015002250337550632,0.00015002250337550632,0.00025003750562584387,0.00015002250337550632
-2,7000,AMETHYSTS,9995,24,,,,,10005,24,,,,,10000.0,0.0,[],0.0003,0.0001,0.0,0.0,0.00035
-2,7100,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,0.0,[],0.0,0.0001,0.0,0.0,0.0
-2,7200,AMETHYSTS,9996,1,9995.0,26.0,,,10004,1,10005.0,26.0,,,10000.0,0.0,[],-0.0001,-0.00015,-0.00015,0.0,0.0
-2,7300,AMETHYSTS,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0,0.0,[],0.0,0.0,0.0002,0.0,0.00015
-2,7400,AMETHYSTS,9995,28,,,,,10002,3,10005.0,28.0,,,9998.5,0.0,"[('10002.0', '1')]",0.00015002250337550632,0.00030004500675101265,0.00015002250337550632,0.00030004500675101265,5.000750112516878e-05
-2,7500,AMETHYSTS,10002,1,9996.0,1.0,9995.0,25.0,10004,1,10005.0,25.0,,,10003.0,0.0,"[('10002.0', '1')]",-0.00019994001799460162,-0.0005998200539838049,-0.00039988003598920324,-0.00029991002699190244,0.0
-2,7600,AMETHYSTS,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0,0.0,[],0.0001,-0.0001,0.0002,0.0,0.0
-2,7700,AMETHYSTS,9996,1,9995.0,25.0,,,10002,1,10004.0,1.0,10005.0,25.0,9999.0,0.0,[],-5.000500050005001e-05,0.0,0.00010001000100010001,0.00010001000100010001,-0.00025002500250025
-2,7800,AMETHYSTS,9996,1,9995.0,21.0,,,10004,1,10005.0,21.0,,,10000.0,0.0,[],0.0,0.00035,0.0,0.0,0.0
-2,7900,AMETHYSTS,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0,0.0,[],0.00015,0.0,0.0,0.0,0.0003
-2,8000,AMETHYSTS,9998,9,9996.0,1.0,9995.0,23.0,10004,1,10005.0,23.0,,,10001.0,0.0,[],-0.00039996000399960006,-9.999000099990002e-05,-9.999000099990002e-05,9.999000099990002e-05,-9.999000099990002e-05
-2,8100,AMETHYSTS,9998,9,9996.0,1.0,9995.0,20.0,10004,1,10005.0,20.0,,,10001.0,0.0,[],-0.00019998000199980003,-9.999000099990002e-05,0.00014998500149985002,-9.999000099990002e-05,-0.00019998000199980003
-2,8200,AMETHYSTS,9995,30,,,,,10002,10,10005.0,30.0,,,9998.5,0.0,[],5.000750112516878e-05,0.0,0.00015002250337550632,0.00025003750562584387,0.00015002250337550632
-2,8300,AMETHYSTS,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,0.0,[],0.00035,0.0002,0.0,0.00015,-0.00035
-2,8400,AMETHYSTS,9998,6,9995.0,25.0,,,10005,25,,,,,10001.5,0.0,[],-0.00014997750337449384,-0.00014997750337449384,-0.00024996250562415637,-0.00024996250562415637,-0.00014997750337449384
-2,8500,AMETHYSTS,9996,1,9995.0,23.0,,,9998,6,10004.0,1.0,10005.0,23.0,9997.0,0.0,[],0.00030009002700810244,0.00020006001800540162,0.00030009002700810244,0.00030009002700810244,0.00030009002700810244
-2,8600,AMETHYSTS,9996,1,9995.0,27.0,,,10002,10,10004.0,1.0,10005.0,27.0,9999.0,0.0,"[('10002.0', '1')]",0.00010001000100010001,0.00030003000300030005,0.0,0.0,-0.00020002000200020003
-2,8700,AMETHYSTS,9996,2,9995.0,22.0,,,10002,5,10004.0,2.0,10005.0,22.0,9999.0,0.0,"[('10002.0', '2')]",-5.000500050005001e-05,0.00010001000100010001,0.00010001000100010001,0.00020002000200020003,0.00020002000200020003
-2,8800,AMETHYSTS,10002,1,9998.0,1.0,9995.0,20.0,10005,20,,,,,10003.5,0.0,"[('10002.0', '1')]",-0.000149947518368571,-0.000349877542859999,-0.000349877542859999,-0.000449842555105713,-0.000349877542859999
-2,8900,AMETHYSTS,9996,1,9995.0,26.0,,,10004,1,10005.0,26.0,,,10000.0,0.0,[],0.0,0.0,0.0,0.0001,0.00015
-2,9000,AMETHYSTS,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0,0.0,[],-0.0001,0.0,0.0,-0.0001,0.0
-2,9100,AMETHYSTS,9995,24,,,,,10005,24,,,,,10000.0,0.0,[],0.0002,0.00025,0.0,-0.0001,-0.0001
-2,9200,AMETHYSTS,9995,28,,,,,10002,2,10005.0,28.0,,,9998.5,0.0,[],0.00015002250337550632,0.00015002250337550632,0.00015002250337550632,0.00015002250337550632,0.0
-2,9300,AMETHYSTS,10000,5,9998.0,9.0,9996.0,2.0,10004,2,10005.0,26.0,,,10002.0,0.0,[],-0.0001999600079984003,-0.0001999600079984003,-0.0001999600079984003,9.998000399920016e-05,0.00014997000599880023
-2,9400,AMETHYSTS,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0,0.0,[],0.0,-0.0001,0.0,0.0003,0.0
-2,9500,AMETHYSTS,9996,2,9995.0,23.0,,,10002,6,10004.0,2.0,10005.0,23.0,9999.0,0.0,[],0.00010001000100010001,0.00010001000100010001,0.00045004500450045,0.00040004000400040005,-0.00020002000200020003
-2,9600,AMETHYSTS,10000,3,9996.0,2.0,9995.0,29.0,10004,2,10005.0,29.0,,,10002.0,0.0,"[('10000.0', '3')]",4.999000199960008e-05,-0.00029994001199760045,-0.00034993001399720057,9.998000399920016e-05,-0.0001999600079984003
-2,9700,AMETHYSTS,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0,0.0,[],0.0,0.0,0.0,0.0,0.0
-2,9800,AMETHYSTS,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,0.0,[],0.0,0.0,0.0,0.0,0.0
-2,9900,AMETHYSTS,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0,0.0,[],-0.0001,0.0,0.0,0.0003,0.0
-2,10000,AMETHYSTS,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,0.0,[],0.0,0.0,0.0,0.0,0.0
-2,10100,AMETHYSTS,10000,5,9995.0,25.0,,,10005,25,,,,,10002.5,0.0,"[('9998.0', '1')]",-0.00034991252186953263,-0.00024993751562109475,-0.00024993751562109475,9.997500624843789e-05,-0.00014996250937265683
-2,10200,AMETHYSTS,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0,0.0,"[('9996.0', '1')]",0.0,0.0,0.0,0.0003,0.0
-2,10300,AMETHYSTS,9995,23,,,,,10005,23,,,,,10000.0,0.0,[],0.0,0.0,0.00015,0.0,-0.0001
-2,10400,AMETHYSTS,9996,1,9995.0,22.0,,,10002,3,10004.0,1.0,10005.0,22.0,9999.0,0.0,[],0.00010001000100010001,0.00010001000100010001,0.00010001000100010001,0.00010001000100010001,0.00010001000100010001
-2,10500,AMETHYSTS,9995,20,,,,,10005,20,,,,,10000.0,0.0,[],0.0,0.00035,-0.0001,0.0,-0.00015
-2,10600,AMETHYSTS,9996,1,9995.0,29.0,,,10002,8,10004.0,1.0,10005.0,29.0,9999.0,0.0,[],0.00010001000100010001,-5.000500050005001e-05,0.00010001000100010001,-0.00025002500250025,0.0
-2,10700,AMETHYSTS,9995,29,,,,,10005,29,,,,,10000.0,0.0,[],0.0,0.0,0.0,0.0,0.0
-2,10800,AMETHYSTS,9996,2,9995.0,22.0,,,10004,2,10005.0,22.0,,,10000.0,0.0,[],0.0,0.0,-0.00035,0.0,0.0001
-2,10900,AMETHYSTS,9996,1,9995.0,21.0,,,10004,1,10005.0,21.0,,,10000.0,0.0,[],0.0,0.0,-0.00035,-0.0003,0.00015
-2,11000,AMETHYSTS,9995,27,,,,,10005,27,,,,,10000.0,0.0,[],0.00035,0.0,-0.0003,0.0,-0.0003
-2,11100,AMETHYSTS,9995,29,,,,,10005,29,,,,,10000.0,0.0,"[('10005.0', '2')]",-0.00015,0.0,0.0002,0.0,0.0
-2,11200,AMETHYSTS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,0.0,[],0.0,0.0,-0.0001,0.0,0.0
-2,11300,AMETHYSTS,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,0.0,[],0.0,0.00015,-0.0001,-0.0001,-0.0003
-2,11400,AMETHYSTS,9995,30,,,,,10005,30,,,,,10000.0,0.0,[],0.0,0.0,0.0001,0.0,0.0003
-2,11500,AMETHYSTS,10002,2,9998.0,4.0,9995.0,24.0,10005,24,,,,,10003.5,0.0,[],-0.000349877542859999,-0.000449842555105713,-0.000199930024491428,-0.000449842555105713,-0.000649772579597141
-2,11600,AMETHYSTS,9995,30,,,,,10002,9,10005.0,30.0,,,9998.5,0.0,[],0.00015002250337550632,0.00015002250337550632,0.0004000600090013502,0.00015002250337550632,0.000450067510126519
-2,11700,AMETHYSTS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,0.0,[],0.0,0.0,0.0,0.0,0.0
-2,11800,AMETHYSTS,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0,0.0,[],0.00015,-0.00035,0.0,0.0003,0.0003
-2,11900,AMETHYSTS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,0.0,[],0.0,-0.00035,0.0,0.00015,0.0
-2,12000,AMETHYSTS,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0,0.0,[],-0.0001,-0.0003,0.0,0.00015,-0.00015
-2,12100,AMETHYSTS,9995,21,,,,,10005,21,,,,,10000.0,0.0,[],0.0,0.0002,0.0,0.0,-0.0001
-2,12200,AMETHYSTS,9995,23,,,,,10005,23,,,,,10000.0,0.0,[],0.0,-0.0001,0.0,-0.0001,0.0
-2,12300,AMETHYSTS,9998,6,9995.0,28.0,,,10005,28,,,,,10001.5,0.0,[],-0.0004999250112483127,-0.00024996250562415637,-0.00014997750337449384,-0.00014997750337449384,-0.00014997750337449384
-2,12400,AMETHYSTS,9995,25,,,,,10005,25,,,,,10000.0,0.0,[],-0.00035,0.0001,-0.00015,0.0,0.0
-2,12500,AMETHYSTS,9996,1,9995.0,28.0,,,10002,10,10004.0,1.0,10005.0,28.0,9999.0,0.0,[],-0.00020002000200020003,0.00025002500250025,0.0,0.00010001000100010001,0.00040004000400040005
-2,12600,AMETHYSTS,9996,1,9995.0,26.0,,,10004,1,10005.0,26.0,,,10000.0,0.0,[],0.0002,0.00025,0.0,0.0,-0.0001
-2,12700,AMETHYSTS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,0.0,[],-0.0001,0.0,0.0,-0.00035,0.0
-2,12800,AMETHYSTS,9995,20,,,,,9998,1,10002.0,10.0,10005.0,20.0,9996.5,0.0,[],0.0002500875306357225,0.0003501225428900115,0.0002500875306357225,0.0006502275796528785,0.0001500525183814335
-2,12900,AMETHYSTS,9995,20,,,,,9998,1,10002.0,8.0,10005.0,20.0,9996.5,0.0,[],0.0004501575551443005,0.0003501225428900115,0.0003501225428900115,0.0003501225428900115,0.0002500875306357225
-2,13000,AMETHYSTS,9996,1,9995.0,30.0,,,9998,1,10004.0,1.0,10005.0,30.0,9997.0,0.0,"[('9998.0', '1')]",0.00045013504051215364,0.00030009002700810244,0.00030009002700810244,0.0006001800540162049,0.00015004501350405122
-2,13100,AMETHYSTS,10000,6,9998.0,10.0,9996.0,1.0,10004,1,10005.0,21.0,,,10002.0,0.0,[],4.999000199960008e-05,-0.0001999600079984003,-0.0001999600079984003,-0.0004999000199960008,-0.00034993001399720057
-2,13200,AMETHYSTS,9996,1,9995.0,22.0,,,10002,2,10004.0,1.0,10005.0,22.0,9999.0,0.0,[],0.00010001000100010001,0.00010001000100010001,0.00025002500250025,0.00010001000100010001,0.00020002000200020003
-2,13300,AMETHYSTS,9996,2,9995.0,27.0,,,10002,6,10004.0,2.0,10005.0,27.0,9999.0,0.0,[],0.00010001000100010001,0.00010001000100010001,0.00025002500250025,0.00020002000200020003,0.00010001000100010001
-2,13400,AMETHYSTS,9998,4,9996.0,1.0,9995.0,27.0,10004,1,10005.0,27.0,,,10001.0,0.0,[],-9.999000099990002e-05,-0.00024997500249975,-0.00024997500249975,-9.999000099990002e-05,-0.00019998000199980003
-2,13500,AMETHYSTS,9998,5,9995.0,27.0,,,10005,27,,,,,10001.5,0.0,[],-0.00014997750337449384,-0.00024996250562415637,-0.00024996250562415637,-0.00014997750337449384,-0.00024996250562415637
-2,13600,AMETHYSTS,10000,2,9995.0,24.0,,,10005,24,,,,,10002.5,0.0,"[('9998.0', '1')]",-0.00024993751562109475,-0.00024993751562109475,-9.997500624843789e-05,-0.00034991252186953263,-0.00024993751562109475
-2,13700,AMETHYSTS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,0.0,[],0.0,0.0,0.0,0.0,0.0001
-2,13800,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,0.0,[],0.0,-0.0001,-0.0001,0.0,0.0
-2,13900,AMETHYSTS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,0.0,"[('9996.0', '1'), ('9996.0', '1')]",-0.00015,0.0,0.0003,-0.00035,0.00015
-2,14000,AMETHYSTS,9995,25,,,,,10005,25,,,,,10000.0,0.0,"[('10005.0', '7')]",-0.0001,0.0,0.0001,0.0,0.00015
-2,14100,AMETHYSTS,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0,0.0,[],0.0,0.0,0.0,-0.0001,0.00035
-2,14200,AMETHYSTS,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,0.0,[],0.0,0.00015,0.0001,0.0,0.0001
-2,14300,AMETHYSTS,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,0.0,[],-0.0001,0.00015,-0.00015,0.00035,0.0003
-2,14400,AMETHYSTS,9995,20,,,,,10002,10,10005.0,20.0,,,9998.5,0.0,[],0.00015002250337550632,0.0,-5.000750112516878e-05,0.00015002250337550632,0.000450067510126519
-2,14500,AMETHYSTS,9996,1,9995.0,30.0,,,10002,3,10004.0,1.0,10005.0,30.0,9999.0,0.0,[],0.00010001000100010001,0.0,0.0,0.00020002000200020003,0.0
