day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,trades,ret_5,ret_10,ret_20,ret_100,ret_200
-1,4000,AMETHYSTS,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0,0.0,[],-0.0001,0.0001,0.0,0.0001,0.00015
-1,4100,AMETHYSTS,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,0.0,[],-0.0001,0.0,0.0,0.0,0.0
-1,4200,AMETHYSTS,9996,2,9995.0,24.0,,,10002,4,10004.0,2.0,10005.0,24.0,9999.0,0.0,"[('9996.0', '2')]",0.00010001000100010001,0.00020002000200020003,0.00010001000100010001,0.00010001000100010001,0.0
-1,4300,AMETHYSTS,9995,22,,,,,9998,1,10000.0,6.0,10005.0,22.0,9996.5,0.0,"[('9995.0', '2')]",0.0004501575551443005,0.0003501225428900115,0.0003501225428900115,0.0003501225428900115,0.0002500875306357225
-1,4400,AMETHYSTS,9995,30,,,,,10005,30,,,,,10000.0,0.0,[],-0.00015,0.0,0.0,0.0,0.0003
-1,4500,AMETHYSTS,9996,1,9995.0,28.0,,,10002,10,10004.0,1.0,10005.0,28.0,9999.0,0.0,[],0.00020002000200020003,0.00010001000100010001,-0.00020002000200020003,-5.000500050005001e-05,0.00040004000400040005
-1,4600,AMETHYSTS,9996,1,9995.0,29.0,,,10002,10,10004.0,1.0,10005.0,29.0,9999.0,0.0,[],0.00010001000100010001,0.00010001000100010001,0.00010001000100010001,-0.00010001000100010001,-0.00025002500250025
-1,4700,AMETHYSTS,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0,0.0,[],0.0001,0.00015,-0.00015,-0.00015,0.0
-1,4800,AMETHYSTS,9998,6,9996.0,2.0,9995.0,22.0,10004,2,10005.0,22.0,,,10001.0,0.0,"[('10004.0', '2')]",-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05,-0.00024997500249975,-9.999000099990002e-05
-1,4900,AMETHYSTS,9995,22,,,,,10002,7,10005.0,22.0,,,9998.5,0.0,[],0.00015002250337550632,0.00015002250337550632,5.000750112516878e-05,0.0004000600090013502,0.000450067510126519
-1,5000,AMETHYSTS,9998,3,9996.0,2.0,9995.0,28.0,10004,2,10005.0,28.0,,,10001.0,0.0,[],-9.999000099990002e-05,-9.999000099990002e-05,4.999500049995001e-05,4.999500049995001e-05,-9.999000099990002e-05
-1,5100,AMETHYSTS,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,0.0,[],0.0,0.0,0.0,0.0,0.00035
-1,5200,AMETHYSTS,9998,9,9996.0,1.0,9995.0,26.0,10004,1,10005.0,26.0,,,10001.0,0.0,[],4.999500049995001e-05,-9.999000099990002e-05,0.0,4.999500049995001e-05,-0.00039996000399960006
-1,5300,AMETHYSTS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,0.0,[],0.0,0.0,0.0003,-0.00015,0.0
-1,5400,AMETHYSTS,9995,21,,,,,10005,21,,,,,10000.0,0.0,[],0.0,0.0,0.0,-0.0003,0.0
-1,5500,AMETHYSTS,9995,27,,,,,10005,27,,,,,10000.0,0.0,[],0.0,-0.0003,-0.00015,0.0003,-0.0003
-1,5600,AMETHYSTS,9995,28,,,,,10005,28,,,,,10000.0,0.0,[],0.0,0.0,0.0,0.0,-0.0001
-1,5700,AMETHYSTS,9998,2,9995.0,27.0,,,10005,27,,,,,10001.5,0.0,[],-0.00014997750337449384,-0.0002999550067489877,-0.00014997750337449384,0.00014997750337449384,-0.00014997750337449384
-1,5800,AMETHYSTS,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,0.0,[],0.0,0.0,0.0001,0.0001,0.00035
-1,5900,AMETHYSTS,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0,0.0,[],0.0,-0.0001,0.0,-0.0002,0.0
-1,6000,AMETHYSTS,9995,30,,,,,10005,30,,,,,10000.0,0.0,[],-0.0003,0.00015,0.0,-0.0001,0.0
-1,6100,AMETHYSTS,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0,0.0,[],0.0,0.0,0.0,-0.00025,0.00015
-1,6200,AMETHYSTS,9996,1,9995.0,21.0,,,10004,1,10005.0,21.0,,,10000.0,0.0,[],-0.00015,0.0001,0.0,-0.00035,0.0
-1,6300,AMETHYSTS,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,0.0,[],0.0,0.0003,0.0,0.0,-0.0003
-1,6400,AMETHYSTS,9996,1,9995.0,24.0,,,10004,1,10005.0,24.0,,,10000.0,0.0,[],-0.0001,0.0,0.0,-0.0001,0.0
-1,6500,AMETHYSTS,9996,1,9995.0,26.0,,,9998,1,10004.0,1.0,10005.0,26.0,9997.0,0.0,"[('9998.0', '1')]",0.00045013504051215364,0.00015004501350405122,0.00040012003601080324,0.00020006001800540162,0.00030009002700810244
-1,6600,AMETHYSTS,9996,2,9995.0,24.0,,,10004,2,10005.0,24.0,,,10000.0,0.0,"[('10004.0', '2')]",0.0,0.0,0.0,0.0001,-0.0003
-1,6700,AMETHYSTS,9995,20,,,,,10002,3,10005.0,20.0,,,9998.5,0.0,"[('10002.0', '3')]",0.00025003750562584387,0.00015002250337550632,0.00030004500675101265,0.0005000750112516877,0.00025003750562584387
-1,6800,AMETHYSTS,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0,0.0,[],0.0003,0.0001,-0.00035,0.0,0.0
-1,6900,AMETHYSTS,9996,1,9995.0,26.0,,,10002,5,10004.0,1.0,10005.0,26.0,9999.0,0.0,"[('10002.0', '1')]",0.00010001000100010001,0.00010001000100010001,0.00025002500250025,0.00010001000100010001,0.00045004500450045
-1,7000,AMETHYSTS,9998,2,9995.0,27.0,,,10005,27,,,,,10001.5,0.0,"[('10005.0', '2')]",-0.0002999550067489877,-0.00014997750337449384,-0.00014997750337449384,0.0,-0.0002999550067489877
-1,7100,AMETHYSTS,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0,0.0,[],0.0,0.0,0.0001,0.0,0.0
-1,7200,AMETHYSTS,9998,5,9996.0,1.0,9995.0,27.0,10004,1,10005.0,27.0,,,10001.0,0.0,[],-9.999000099990002e-05,-9.999000099990002e-05,4.999500049995001e-05,0.0,4.999500049995001e-05
-1,7300,AMETHYSTS,10002,1,9996.0,2.0,9995.0,29.0,10004,2,10005.0,29.0,,,10003.0,0.0,"[('10004.0', '2')]",-0.00019994001799460162,-0.00029991002699190244,-0.00029991002699190244,-0.00039988003598920324,-0.00029991002699190244
-1,7400,AMETHYSTS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,0.0,[],0.0,0.0,0.0001,0.00025,0.0
-1,7500,AMETHYSTS,9995,25,,,,,10002,10,10005.0,25.0,,,9998.5,0.0,[],0.00015002250337550632,0.00025003750562584387,0.00015002250337550632,0.00015002250337550632,0.00015002250337550632
-1,7600,AMETHYSTS,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0,0.0,[],0.0,0.0,0.0,0.00015,0.00015
-1,7700,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,0.0,[],0.0,0.00015,-0.00015,0.0,0.0
-1,7800,AMETHYSTS,9998,3,9996.0,1.0,9995.0,22.0,10004,1,10005.0,22.0,,,10001.0,0.0,[],-9.999000099990002e-05,-0.00044995500449955,-9.999000099990002e-05,-0.00019998000199980003,0.0
-1,7900,AMETHYSTS,9996,1,9995.0,26.0,,,10004,1,10005.0,26.0,,,10000.0,0.0,[],0.0,0.00015,0.0,0.0,-0.0001
-1,8000,AMETHYSTS,9995,27,,,,,10005,27,,,,,10000.0,0.0,[],0.0001,0.0,0.0,0.0,0.00015
-1,8100,AMETHYSTS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,0.0,"[('9996.0', '1'), ('9996.0', '1')]",0.0,0.0001,-0.0001,0.0,0.0
-1,8200,AMETHYSTS,9995,23,,,,,10005,23,,,,,10000.0,0.0,[],0.00015,0.00015,0.0,0.0,-0.0003
-1,8300,AMETHYSTS,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0,0.0,[],-0.00035,0.0,0.00015,0.0,0.0
-1,8400,AMETHYSTS,9995,28,,,,,10005,28,,,,,10000.0,0.0,[],0.00015,0.0001,0.0003,0.0,0.0
-1,8500,AMETHYSTS,9998,10,9996.0,2.0,9995.0,29.0,10004,2,10005.0,29.0,,,10001.0,0.0,[],-9.999000099990002e-05,-9.999000099990002e-05,0.0,-0.00034996500349965005,4.999500049995001e-05
-1,8600,AMETHYSTS,9996,1,9995.0,22.0,,,10004,1,10005.0,22.0,,,10000.0,0.0,[],0.0001,0.0,-0.0002,0.00035,0.0003
-1,8700,AMETHYSTS,9998,10,9995.0,27.0,,,10005,27,,,,,10001.5,0.0,[],0.0,-0.0002999550067489877,0.0,-0.00014997750337449384,-0.00014997750337449384
-1,8800,AMETHYSTS,9995,25,,,,,9998,1,10005.0,25.0,,,9996.5,0.0,"[('9998.0', '1')]",0.0003501225428900115,0.0003501225428900115,0.0004501575551443005,0.0003501225428900115,0.0003501225428900115
-1,8900,AMETHYSTS,9998,9,9995.0,26.0,,,10005,26,,,,,10001.5,0.0,[],-4.999250112483127e-05,-0.00014997750337449384,-0.00014997750337449384,0.0,-4.999250112483127e-05
-1,9000,AMETHYSTS,9996,2,9995.0,29.0,,,10004,2,10005.0,29.0,,,10000.0,0.0,[],0.0,0.0,-0.00015,0.0,0.0
-1,9100,AMETHYSTS,9998,3,9996.0,2.0,9995.0,27.0,10004,2,10005.0,27.0,,,10001.0,0.0,[],-9.999000099990002e-05,-0.00019998000199980003,4.999500049995001e-05,-9.999000099990002e-05,-9.999000099990002e-05
-1,9200,AMETHYSTS,9998,10,9995.0,27.0,,,10005,27,,,,,10001.5,0.0,[],-0.0002999550067489877,-0.00014997750337449384,-0.00024996250562415637,-0.0004499325101234815,-0.00014997750337449384
-1,9300,AMETHYSTS,9996,1,9995.0,20.0,,,10004,1,10005.0,20.0,,,10000.0,0.0,[],0.0,0.00015,0.0,0.0,-0.0001
-1,9400,AMETHYSTS,9998,2,9996.0,2.0,9995.0,21.0,10004,2,10005.0,21.0,,,10001.0,0.0,[],-9.999000099990002e-05,0.00019998000199980003,-9.999000099990002e-05,-9.999000099990002e-05,0.00019998000199980003
-1,9500,AMETHYSTS,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,0.0,[],0.0,0.0001,-0.0001,0.0,0.0
-1,9600,AMETHYSTS,9996,1,9995.0,30.0,,,10004,1,10005.0,30.0,,,10000.0,0.0,[],-0.0001,-0.0002,-0.0001,0.0,0.0
-1,9700,AMETHYSTS,9995,22,,,,,10002,1,10005.0,22.0,,,9998.5,0.0,[],0.00015002250337550632,0.00030004500675101265,0.00015002250337550632,0.000450067510126519,5.000750112516878e-05
-1,9800,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,0.0,[],0.00015,0.0001,-0.0001,0.0,0.0001
-1,9900,AMETHYSTS,9995,25,,,,,10005,25,,,,,10000.0,0.0,[],0.0003,0.0,0.0,0.0,0.0
-1,10000,AMETHYSTS,9995,28,,,,,10005,28,,,,,10000.0,0.0,[],0.0001,-0.00015,0.00035,-0.00015,0.0001
-1,10100,AMETHYSTS,9996,1,9995.0,24.0,,,10002,3,10004.0,1.0,10005.0,24.0,9999.0,0.0,[],-0.00010001000100010001,0.00025002500250025,0.00010001000100010001,0.00040004000400040005,0.00010001000100010001
-1,10200,AMETHYSTS,9996,2,9995.0,26.0,,,10004,2,10005.0,26.0,,,10000.0,0.0,[],0.00015,-0.0001,0.0,-0.00035,0.0
-1,10300,AMETHYSTS,9998,4,9995.0,27.0,,,10005,27,,,,,10001.5,0.0,"[('9998.0', '1')]",-4.999250112483127e-05,-0.00014997750337449384,-4.999250112483127e-05,-0.00014997750337449384,-0.00024996250562415637
-1,10400,AMETHYSTS,10002,1,9996.0,1.0,9995.0,28.0,10004,1,10005.0,28.0,,,10003.0,0.0,"[('10002.0', '1')]",-0.00029991002699190244,-0.00029991002699190244,-0.00029991002699190244,-0.000499850044986504,-0.00019994001799460162
-1,10500,AMETHYSTS,9998,4,9996.0,2.0,9995.0,29.0,10004,2,10005.0,29.0,,,10001.0,0.0,[],-0.00024997500249975,-0.00019998000199980003,-9.999000099990002e-05,9.999000099990002e-05,0.0
-1,10600,AMETHYSTS,9996,2,9995.0,29.0,,,10000,4,10004.0,2.0,10005.0,29.0,9998.0,0.0,[],0.00035007001400280056,0.00010002000400080016,0.00020004000800160032,0.00020004000800160032,0.00010002000400080016
-1,10700,AMETHYSTS,9998,8,9995.0,28.0,,,10005,28,,,,,10001.5,0.0,[],-0.00024996250562415637,-0.00014997750337449384,-0.00014997750337449384,0.0001999700044993251,-0.00014997750337449384
-1,10800,AMETHYSTS,9998,5,9996.0,2.0,9995.0,22.0,10004,2,10005.0,22.0,,,10001.0,0.0,"[('10004.0', '2'), ('10004.0', '10')]",-9.999000099990002e-05,-0.00019998000199980003,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05
-1,10900,AMETHYSTS,9996,1,9995.0,27.0,,,10004,1,10005.0,27.0,,,10000.0,0.0,[],0.0,0.0,-0.0001,0.0,-0.0001
-1,11000,AMETHYSTS,9995,24,,,,,10002,7,10005.0,24.0,,,9998.5,0.0,[],5.000750112516878e-05,0.0005000750112516877,0.0005000750112516877,0.00015002250337550632,0.00035005250787618143
-1,11100,AMETHYSTS,9998,3,9995.0,21.0,,,10005,21,,,,,10001.5,0.0,"[('9998.0', '4'), ('9998.0', '3')]",-0.00024996250562415637,-0.00014997750337449384,-0.00014997750337449384,-0.00014997750337449384,-0.00014997750337449384
-1,11200,AMETHYSTS,9996,2,9995.0,21.0,,,10002,7,10004.0,2.0,10005.0,21.0,9999.0,0.0,[],0.00010001000100010001,0.00010001000100010001,0.00025002500250025,-0.00025002500250025,0.0
-1,11300,AMETHYSTS,9996,1,9995.0,21.0,,,10004,1,10005.0,21.0,,,10000.0,0.0,[],-0.0001,0.0001,0.0,-0.0001,0.0
-1,11400,AMETHYSTS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0,0.0,"[('9996.0', '1')]",0.0,0.0,0.0,0.0,-0.00035
-1,11500,AMETHYSTS,9996,1,9995.0,25.0,,,10002,7,10004.0,1.0,10005.0,25.0,9999.0,0.0,"[('10002.0', '2')]",0.00045004500450045,0.00010001000100010001,0.00010001000100010001,0.00010001000100010001,0.00010001000100010001
-1,11600,AMETHYSTS,9996,2,9995.0,27.0,,,10002,2,10004.0,2.0,10005.0,27.0,9999.0,0.0,[],0.00010001000100010001,0.00010001000100010001,-5.000500050005001e-05,0.00040004000400040005,0.00010001000100010001
-1,11700,AMETHYSTS,9996,2,9995.0,21.0,,,10004,2,10005.0,21.0,,,10000.0,0.0,[],0.0,0.0,-0.0003,0.0001,0.0
-1,11800,AMETHYSTS,9998,10,9995.0,29.0,,,10000,5,10005.0,29.0,,,9999.0,0.0,[],0.00020002000200020003,0.00010001000100010001,0.00010001000100010001,0.00010001000100010001,0.00030003000300030005
-1,11900,AMETHYSTS,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0,0.0,[],0.0,-0.0001,-0.0002,0.0003,0.00015
-1,12000,AMETHYSTS,10002,1,9995.0,20.0,,,10005,20,,,,,10003.5,0.0,"[('10002.0', '1')]",-0.000349877542859999,0.0,-0.000249912530614285,-0.000349877542859999,-0.000349877542859999
-1,12100,AMETHYSTS,9996,2,9995.0,25.0,,,10004,2,10005.0,25.0,,,10000.0,0.0,[],0.0,0.0,0.0,-0.0001,0.0
-1,12200,AMETHYSTS,9996,2,9995.0,28.0,,,10004,2,10005.0,28.0,,,10000.0,0.0,[],0.0,0.00015,0.0,0.0001,0.0
-1,12300,AMETHYSTS,9998,6,9996.0,1.0,9995.0,28.0,10004,1,10005.0,28.0,,,10001.0,0.0,[],-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05,-9.999000099990002e-05
-1,12400,AMETHYSTS,9995,26,,,,,10005,26,,,,,10000.0,0.0,[],-0.0001,0.0,0.0,-0.0003,0.0
-1,12500,AMETHYSTS,9995,20,,,,,10005,20,,,,,10000.0,0.0,[],0.00035,0.0,-0.00015,0.0,0.0001
-1,12600,AMETHYSTS,9995,22,,,,,10005,22,,,,,10000.0,0.0,[],0.0,-0.00015,-0.0002,0.0002,0.00035
-1,12700,AMETHYSTS,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0,0.0,[],0.00015,-0.0003,-0.00015,0.0,0.0
-1,12800,AMETHYSTS,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0,0.0,[],0.0,0.0,-0.00015,-0.0003,0.0
-1,12900,AMETHYSTS,9996,1,9995.0,28.0,,,10002,3,10004.0,1.0,10005.0,28.0,9999.0,0.0,[],0.00010001000100010001,-0.00010001000100010001,0.00035003500350035,0.0,0.00010001000100010001
-1,13000,AMETHYSTS,10002,1,9995.0,20.0,,,10005,20,,,,,10003.5,0.0,"[('10002.0', '1')]",-0.000349877542859999,-0.000249912530614285,-0.000199930024491428,-0.000349877542859999,-0.000349877542859999
-1,13100,AMETHYSTS,9996,1,9995.0,25.0,,,10004,1,10005.0,25.0,,,10000.0,0.0,[],-0.00015,0.0,0.0,0.00015,0.0
-1,13200,AMETHYSTS,9998,2,9995.0,22.0,,,10005,22,,,,,10001.5,0.0,"[('9998.0', '2')]",-0.0004499325101234815,-0.00014997750337449384,0.0,-4.999250112483127e-05,-0.00024996250562415637
-1,13300,AMETHYSTS,9995,24,,,,,10005,24,,,,,10000.0,0.0,"[('10005.0', '2')]",0.0,0.0,-0.00015,0.0,0.0
-1,13400,AMETHYSTS,9996,2,9995.0,30.0,,,10004,2,10005.0,30.0,,,10000.0,0.0,[],-0.0002,0.0,-0.0003,0.0,-0.0001
-1,13500,AMETHYSTS,9995,30,,,,,10005,30,,,,,10000.0,0.0,[],0.0001,-0.00015,0.0003,0.0001,0.0
-1,13600,AMETHYSTS,9995,25,,,,,10002,10,10005.0,25.0,,,9998.5,0.0,[],0.00015002250337550632,-5.000750112516878e-05,0.00015002250337550632,0.00015002250337550632,0.0005000750112516877
-1,13700,AMETHYSTS,9996,1,9995.0,20.0,,,9998,4,10004.0,1.0,10005.0,20.0,9997.0,0.0,[],0.00030009002700810244,0.00015004501350405122,0.0006001800540162049,0.0006001800540162049,0.00020006001800540162
-1,13800,AMETHYSTS,9996,2,9995.0,20.0,,,10004,2,10005.0,20.0,,,10000.0,0.0,[],0.0,-0.00015,0.0001,0.0,0.0
-1,13900,AMETHYSTS,9996,2,9995.0,20.0,,,10000,6,10004.0,2.0,10005.0,20.0,9998.0,0.0,[],0.00020004000800160032,0.0004500900180036007,0.0,0.00020004000800160032,0.00020004000800160032
-1,14000,AMETHYSTS,9998,5,9996.0,2.0,9995.0,27.0,10004,2,10005.0,27.0,,,10001.0,0.0,[],-0.00024997500249975,4.999500049995001e-05,-0.00019998000199980003,4.999500049995001e-05,0.00024997500249975
-1,14100,AMETHYSTS,9996,2,9995.0,23.0,,,10004,2,10005.0,23.0,,,10000.0,0.0,[],-0.0002,0.0,-0.00025,0.0,0.0
-1,14200,AMETHYSTS,9995,21,,,,,10005,21,,,,,10000.0,0.0,[],-0.00015,0.00015,-0.00035,-0.0001,0.0
-1,14300,AMETHYSTS,9996,2,9995.0,27.0,,,10004,2,10005.0,27.0,,,10000.0,0.0,[],-0.00015,-0.00015,0.0,-0.0001,0.0003
-1,14400,AMETHYSTS,9996,1,9995.0,29.0,,,10004,1,10005.0,29.0,,,10000.0,0.0,[],0.00025,-0.0003,-0.0001,0.0003,0.0
