timestamp,symbol,alpha,mid,bid,bid_amt,ask,ask_amt
1800,STARFRUIT,69,5000.0,4997,1,5003,-23
1900,AMETHYSTS,69,10000.0,9996,1,10004,-1
1900,STARFRUIT,69,4999.0,4997,1,5001,-5
2000,AMETHYSTS,69,9997.0,9996,2,9998,-1
2000,STARFRUIT,69,4999.5,4996,26,5003,-26
2100,AMETHYSTS,69,9999.0,9996,2,10002,-3
2100,STARFRUIT,69,5000.0,4997,2,5003,-27
2200,AMETHYSTS,69,10001.0,9998,8,10004,-1
2200,STARFRUIT,69,4999.0,4997,1,5001,-7
2300,AMETHYSTS,69,10001.0,9998,7,10004,-2
2300,STARFRUIT,69,5000.0,4997,32,5003,-2
2400,AMETHYSTS,69,10000.0,9995,29,10005,-29
2400,STARFRUIT,69,5000.5,4997,28,5004,-29
2500,AMETHYSTS,69,10000.0,9996,1,10004,-1
2500,STARFRUIT,69,5000.0,4997,3,5003,-23
2600,AMETHYSTS,69,10000.0,9995,23,10005,-23
2600,STARFRUIT,69,5001.0,4998,3,5004,-23
2700,AMETHYSTS,69,10001.5,9998,6,10005,-26
2700,STARFRUIT,69,5001.5,4998,26,5005,-26
2800,AMETHYSTS,69,10000.0,9995,25,10005,-25
2800,STARFRUIT,69,5000.5,4997,25,5004,-25
2900,AMETHYSTS,69,10000.0,9996,1,10004,-1
2900,STARFRUIT,69,4999.5,4996,26,5003,-26
3000,AMETHYSTS,69,10001.5,9998,1,10005,-26
3000,STARFRUIT,69,5000.0,4997,3,5003,-26
3100,AMETHYSTS,69,10000.0,9996,2,10004,-2
3100,STARFRUIT,69,4998.5,4996,26,5001,-5
3200,AMETHYSTS,69,10000.0,9996,1,10004,-1
3200,STARFRUIT,69,4998.5,4996,23,5001,-3
3300,AMETHYSTS,69,10000.0,9996,2,10004,-2
3300,STARFRUIT,69,4999.0,4997,2,5001,-2
3400,AMETHYSTS,69,10000.0,9996,2,10004,-2
3400,STARFRUIT,69,5000.0,4997,26,5003,-2
3500,AMETHYSTS,69,10000.0,9995,26,10005,-26
3500,STARFRUIT,69,5000.5,4997,26,5004,-26
3600,AMETHYSTS,69,9996.5,9995,21,9998,-4
3600,STARFRUIT,69,5000.5,4997,21,5004,-21
3700,AMETHYSTS,69,10003.0,10002,1,10004,-1
3700,STARFRUIT,69,5001.0,4998,3,5004,-24
3800,AMETHYSTS,69,9999.0,9996,2,10002,-10
3800,STARFRUIT,69,5000.5,4997,25,5004,-25
3900,AMETHYSTS,69,10001.0,9998,1,10004,-1
3900,STARFRUIT,69,5000.5,4998,2,5003,-1
4000,AMETHYSTS,69,10000.0,9996,2,10004,-2
4000,STARFRUIT,69,5000.0,4997,32,5003,-2
4100,AMETHYSTS,69,10000.0,9996,2,10004,-2
4100,STARFRUIT,69,5000.0,4997,29,5003,-2
4200,AMETHYSTS,69,9999.0,9996,2,10002,-4
4200,STARFRUIT,69,5001.0,4998,2,5004,-26
4300,AMETHYSTS,69,9996.5,9995,22,9998,-1
4300,STARFRUIT,69,4999.0,4998,7,5000,-5
4400,AMETHYSTS,69,10000.0,9995,30,10005,-30
4400,STARFRUIT,69,5000.5,4997,30,5004,-30
4500,AMETHYSTS,69,9999.0,9996,1,10002,-10
4500,STARFRUIT,69,4999.5,4996,28,5003,-29
4600,AMETHYSTS,69,9999.0,9996,1,10002,-10
4600,STARFRUIT,69,5000.5,4997,30,5004,-30
4700,AMETHYSTS,69,10000.0,9996,2,10004,-2
4700,STARFRUIT,69,4997.5,4997,32,4998,-7
4800,AMETHYSTS,69,10001.0,9998,6,10004,-2
4800,STARFRUIT,69,5000.5,4997,24,5004,-24
4900,AMETHYSTS,69,9998.5,9995,22,10002,-7
4900,STARFRUIT,69,4999.5,4996,22,5003,-22
5000,AMETHYSTS,69,10001.0,9998,3,10004,-2
5000,STARFRUIT,69,5000.5,4997,30,5004,-30
5100,AMETHYSTS,69,10000.0,9996,1,10004,-1
5100,STARFRUIT,69,5001.0,4998,7,5004,-31
5200,AMETHYSTS,69,10001.0,9998,9,10004,-1
5200,STARFRUIT,69,5000.5,4998,8,5003,-1
5300,AMETHYSTS,69,10000.0,9996,1,10004,-1
5300,STARFRUIT,69,5003.0,5002,1,5004,-21
5400,AMETHYSTS,69,10000.0,9995,21,10005,-21
5400,STARFRUIT,69,4999.5,4997,21,5002,-6
5500,AMETHYSTS,69,10000.0,9995,27,10005,-27
5500,STARFRUIT,69,5000.5,4997,27,5004,-27
5600,AMETHYSTS,69,10000.0,9995,28,10005,-28
5600,STARFRUIT,69,5003.5,5002,2,5005,-28
5700,AMETHYSTS,69,10001.5,9998,2,10005,-27
5700,STARFRUIT,69,5002.5,4999,26,5006,-27
5800,AMETHYSTS,69,10000.0,9996,1,10004,-1
5800,STARFRUIT,69,5002.5,4999,31,5006,-31
5900,AMETHYSTS,69,10000.0,9996,2,10004,-2
5900,STARFRUIT,69,5002.5,5000,5,5005,-2
6000,AMETHYSTS,69,10000.0,9995,30,10005,-30
6000,STARFRUIT,69,5001.5,4998,30,5005,-30
6100,AMETHYSTS,69,10000.0,9996,1,10004,-1
6100,STARFRUIT,69,5002.0,4999,24,5005,-1
6200,AMETHYSTS,69,10000.0,9996,1,10004,-1
6200,STARFRUIT,69,5002.0,4999,22,5005,-1
6300,AMETHYSTS,69,10000.0,9996,2,10004,-2
6300,STARFRUIT,69,5002.0,4999,7,5005,-25
6400,AMETHYSTS,69,10000.0,9996,1,10004,-1
6400,STARFRUIT,69,5002.0,4999,1,5005,-25
6500,AMETHYSTS,69,9997.0,9996,1,9998,-1
6500,STARFRUIT,69,5002.0,4999,27,5005,-1
6600,AMETHYSTS,69,10000.0,9996,2,10004,-2
6600,STARFRUIT,69,5001.5,4998,26,5005,-26
6700,AMETHYSTS,69,9998.5,9995,20,10002,-3
6700,STARFRUIT,69,5002.0,4999,7,5005,-20
6800,AMETHYSTS,69,10000.0,9996,2,10004,-2
6800,STARFRUIT,69,4999.5,4997,32,5002,-8
6900,AMETHYSTS,69,9999.0,9996,1,10002,-5
6900,STARFRUIT,69,4999.5,4997,27,5002,-1
7000,AMETHYSTS,69,10001.5,9998,2,10005,-27
7000,STARFRUIT,69,5003.0,5002,4,5004,-27
7100,AMETHYSTS,69,10000.0,9996,1,10004,-1
7100,STARFRUIT,69,5001.5,4998,30,5005,-30
7200,AMETHYSTS,69,10001.0,9998,5,10004,-1
7200,STARFRUIT,69,5001.5,4998,28,5005,-28
7300,AMETHYSTS,69,10003.0,10002,1,10004,-2
7300,STARFRUIT,69,5001.0,4998,6,5004,-31
7400,AMETHYSTS,69,10000.0,9996,1,10004,-1
7400,STARFRUIT,69,5001.0,4998,22,5004,-1
7500,AMETHYSTS,69,9998.5,9995,25,10002,-10
7500,STARFRUIT,69,5001.5,4998,25,5005,-25
7600,AMETHYSTS,69,10000.0,9996,2,10004,-2
7600,STARFRUIT,69,5000.5,4997,22,5004,-22
7700,AMETHYSTS,69,10000.0,9995,22,10005,-22
7700,STARFRUIT,69,5000.5,4997,21,5004,-22
7800,AMETHYSTS,69,10001.0,9998,3,10004,-1
7800,STARFRUIT,69,5001.0,4998,1,5004,-23
7900,AMETHYSTS,69,10000.0,9996,1,10004,-1
7900,STARFRUIT,69,5001.5,4999,4,5004,-1
8000,AMETHYSTS,69,10000.0,9995,27,10005,-27
8000,STARFRUIT,69,5000.5,4998,27,5003,-8
8100,AMETHYSTS,69,10000.0,9996,1,10004,-1
8100,STARFRUIT,69,5001.0,4998,23,5004,-1
8200,AMETHYSTS,69,10000.0,9995,23,10005,-23
8200,STARFRUIT,69,4999.5,4997,23,5002,-1
8300,AMETHYSTS,69,10000.0,9996,1,10004,-1
8300,STARFRUIT,69,5001.5,4998,30,5005,-30
8400,AMETHYSTS,69,10000.0,9995,28,10005,-28
8400,STARFRUIT,69,5001.5,4998,28,5005,-28
8500,AMETHYSTS,69,10001.0,9998,10,10004,-2
8500,STARFRUIT,69,5001.0,4998,2,5004,-31
8600,AMETHYSTS,69,10000.0,9996,1,10004,-1
8600,STARFRUIT,69,5000.5,4997,22,5004,-23
8700,AMETHYSTS,69,10001.5,9998,10,10005,-27
8700,STARFRUIT,69,4999.5,4997,27,5002,-4
8800,AMETHYSTS,69,9996.5,9995,25,9998,-1
8800,STARFRUIT,69,5001.0,4998,7,5004,-25
8900,AMETHYSTS,69,10001.5,9998,9,10005,-26
8900,STARFRUIT,69,5002.0,4999,1,5005,-26
9000,AMETHYSTS,69,10000.0,9996,2,10004,-2
9000,STARFRUIT,69,5000.5,4997,31,5004,-31
9100,AMETHYSTS,69,10001.0,9998,3,10004,-2
9100,STARFRUIT,69,5001.5,4998,29,5005,-29
9200,AMETHYSTS,69,10001.5,9998,10,10005,-27
9200,STARFRUIT,69,4999.5,4997,27,5002,-7
9300,AMETHYSTS,69,10000.0,9996,1,10004,-1
9300,STARFRUIT,69,5001.0,4998,21,5004,-1
9400,AMETHYSTS,69,10001.0,9998,2,10004,-2
9400,STARFRUIT,69,5000.5,4997,23,5004,-23
9500,AMETHYSTS,69,10000.0,9996,1,10004,-1
9500,STARFRUIT,69,5001.0,4998,4,5004,-31
9600,AMETHYSTS,69,10000.0,9996,1,10004,-1
9600,STARFRUIT,69,5000.5,4997,31,5004,-31
9700,AMETHYSTS,69,9998.5,9995,22,10002,-1
9700,STARFRUIT,69,5000.5,4997,22,5004,-22
9800,AMETHYSTS,69,10000.0,9995,26,10005,-26
9800,STARFRUIT,69,5000.5,4997,26,5004,-26
9900,AMETHYSTS,69,10000.0,9995,25,10005,-25
9900,STARFRUIT,69,5002.0,5001,4,5003,-25
10000,AMETHYSTS,69,10000.0,9995,28,10005,-28
10000,STARFRUIT,69,5000.0,4997,8,5003,-28
10100,AMETHYSTS,69,9999.0,9996,1,10002,-3
10100,STARFRUIT,69,4999.0,4996,1,5002,-25
10200,AMETHYSTS,69,10000.0,9996,2,10004,-2
10200,STARFRUIT,69,4999.0,4996,2,5002,-28
10300,AMETHYSTS,69,10001.5,9998,4,10005,-27
10300,STARFRUIT,69,5002.0,5001,1,5003,-27
10400,AMETHYSTS,69,10003.0,10002,1,10004,-1
10400,STARFRUIT,69,5000.0,4997,1,5003,-29
10500,AMETHYSTS,69,10001.0,9998,4,10004,-2
10500,STARFRUIT,69,4999.5,4996,31,5003,-31
10600,AMETHYSTS,69,9998.0,9996,2,10000,-4
10600,STARFRUIT,69,4998.5,4997,31,5000,-4
10700,AMETHYSTS,69,10001.5,9998,8,10005,-28
10700,STARFRUIT,69,5001.0,4998,1,5004,-28
10800,AMETHYSTS,69,10001.0,9998,5,10004,-2
10800,STARFRUIT,69,5001.0,4998,3,5004,-24
10900,AMETHYSTS,69,10000.0,9996,1,10004,-1
10900,STARFRUIT,69,5002.0,4999,7,5005,-28
11000,AMETHYSTS,69,9998.5,9995,24,10002,-7
11000,STARFRUIT,69,5003.0,5002,7,5004,-24
11100,AMETHYSTS,69,10001.5,9998,3,10005,-21
11100,STARFRUIT,69,5001.5,4998,21,5005,-21
11200,AMETHYSTS,69,9999.0,9996,2,10002,-7
11200,STARFRUIT,69,5001.0,4998,2,5004,-23
11300,AMETHYSTS,69,10000.0,9996,1,10004,-1
11300,STARFRUIT,69,5001.5,4999,3,5004,-1
11400,AMETHYSTS,69,10000.0,9996,1,10004,-1
11400,STARFRUIT,69,5000.0,4997,26,5003,-1
11500,AMETHYSTS,69,9999.0,9996,1,10002,-7
11500,STARFRUIT,69,4999.5,4997,26,5002,-8
11600,AMETHYSTS,69,9999.0,9996,2,10002,-2
11600,STARFRUIT,69,5000.5,4997,29,5004,-29
11700,AMETHYSTS,69,10000.0,9996,2,10004,-2
11700,STARFRUIT,69,4997.5,4997,23,4998,-2
11800,AMETHYSTS,69,9999.0,9998,10,10000,-5
11800,STARFRUIT,69,4998.5,4997,29,5000,-4
11900,AMETHYSTS,69,10000.0,9996,2,10004,-2
11900,STARFRUIT,69,5000.5,4998,32,5003,-3
12000,AMETHYSTS,69,10003.5,10002,1,10005,-20
12000,STARFRUIT,69,5001.5,4998,20,5005,-20
12100,AMETHYSTS,69,10000.0,9996,2,10004,-2
12100,STARFRUIT,69,5000.0,4998,2,5002,-1
12200,AMETHYSTS,69,10000.0,9996,2,10004,-2
12200,STARFRUIT,69,5001.0,4998,6,5004,-30
12300,AMETHYSTS,69,10001.0,9998,6,10004,-1
12300,STARFRUIT,69,5001.0,4998,1,5004,-29
12400,AMETHYSTS,69,10000.0,9995,26,10005,-26
12400,STARFRUIT,69,5002.0,4999,4,5005,-26
12500,AMETHYSTS,69,10000.0,9995,20,10005,-20
12500,STARFRUIT,69,5001.5,4998,19,5005,-20
12600,AMETHYSTS,69,10000.0,9995,22,10005,-22
12600,STARFRUIT,69,5001.5,4998,22,5005,-22
12700,AMETHYSTS,69,10000.0,9996,2,10004,-2
12700,STARFRUIT,69,5001.0,4998,2,5004,-22
12800,AMETHYSTS,69,10000.0,9996,2,10004,-2
12800,STARFRUIT,69,5000.5,4997,22,5004,-22
12900,AMETHYSTS,69,9999.0,9996,1,10002,-3
12900,STARFRUIT,69,5000.5,4998,7,5003,-1
13000,AMETHYSTS,69,10003.5,10002,1,10005,-20
13000,STARFRUIT,69,5002.5,5002,1,5003,-20
13100,AMETHYSTS,69,10000.0,9996,1,10004,-1
13100,STARFRUIT,69,5000.0,4997,8,5003,-26
13200,AMETHYSTS,69,10001.5,9998,2,10005,-22
13200,STARFRUIT,69,4999.5,4997,22,5002,-5
13300,AMETHYSTS,69,10000.0,9995,24,10005,-24
13300,STARFRUIT,69,5001.0,4998,6,5004,-24
13400,AMETHYSTS,69,10000.0,9996,2,10004,-2
13400,STARFRUIT,69,5000.5,4997,32,5004,-32
13500,AMETHYSTS,69,10000.0,9995,30,10005,-30
13500,STARFRUIT,69,4999.5,4997,30,5002,-8
13600,AMETHYSTS,69,9998.5,9995,25,10002,-10
13600,STARFRUIT,69,4999.5,4997,24,5002,-3
13700,AMETHYSTS,69,9997.0,9996,1,9998,-4
13700,STARFRUIT,69,5001.5,4999,4,5004,-1
13800,AMETHYSTS,69,10000.0,9996,2,10004,-2
13800,STARFRUIT,69,5001.5,4999,1,5004,-2
13900,AMETHYSTS,69,9998.0,9996,2,10000,-6
13900,STARFRUIT,69,4999.5,4998,22,5001,-6
14000,AMETHYSTS,69,10001.0,9998,5,10004,-2
14000,STARFRUIT,69,5001.0,4998,5,5004,-29
14100,AMETHYSTS,69,10000.0,9996,2,10004,-2
14100,STARFRUIT,69,4999.5,4997,25,5002,-1
14200,AMETHYSTS,69,10000.0,9995,21,10005,-21
14200,STARFRUIT,69,4997.5,4997,21,4998,-1
14300,AMETHYSTS,69,10000.0,9996,2,10004,-2
14300,STARFRUIT,69,5000.5,4997,29,5004,-29
14400,AMETHYSTS,69,10000.0,9996,1,10004,-1
14400,STARFRUIT,69,5000.5,4997,30,5004,-30
14500,AMETHYSTS,69,9998.5,9995,24,10002,-1
14500,STARFRUIT,69,5000.5,4997,24,5004,-24
14600,AMETHYSTS,69,9998.0,9996,2,10000,-2
14600,STARFRUIT,69,4998.5,4997,28,5000,-2
14700,AMETHYSTS,69,9998.5,9995,30,10002,-7
14700,STARFRUIT,69,5000.5,4997,30,5004,-30
14800,AMETHYSTS,69,9998.5,9995,28,10002,-6
14800,STARFRUIT,69,5000.5,4997,28,5004,-28
14900,AMETHYSTS,69,10002.5,10000,4,10005,-26
14900,STARFRUIT,69,5002.0,5000,4,5004,-26
15000,AMETHYSTS,69,10001.5,9998,1,10005,-25
15000,STARFRUIT,69,5004.0,5003,8,5005,-25
15100,AMETHYSTS,69,10000.0,9995,22,10005,-22
15100,STARFRUIT,69,5001.0,4998,5,5004,-22
15200,AMETHYSTS,69,10001.5,9998,6,10005,-27
15200,STARFRUIT,69,4997.5,4997,27,4998,-1
15300,AMETHYSTS,69,9998.5,9995,26,10002,-1
15300,STARFRUIT,69,4999.5,4997,26,5002,-4
15400,AMETHYSTS,69,9997.0,9996,2,9998,-1
15400,STARFRUIT,69,5000.5,4998,5,5003,-2
15500,AMETHYSTS,69,10003.0,10002,1,10004,-2
15500,STARFRUIT,69,4999.5,4997,31,5002,-8
15600,AMETHYSTS,69,10000.0,9996,2,10004,-2
15600,STARFRUIT,69,5000.0,4997,7,5003,-26
15700,AMETHYSTS,69,10003.0,10002,5,10004,-1
15700,STARFRUIT,69,5000.0,4997,25,5003,-1
15800,AMETHYSTS,69,10001.0,9998,10,10004,-2
15800,STARFRUIT,69,5003.0,5002,1,5004,-22
15900,AMETHYSTS,69,9998.0,9996,2,10000,-6
15900,STARFRUIT,69,4998.5,4997,31,5000,-6
16000,AMETHYSTS,69,9999.0,9996,2,10002,-6
16000,STARFRUIT,69,4999.5,4997,29,5002,-2
16100,AMETHYSTS,69,9997.5,9995,21,10000,-2
16100,STARFRUIT,69,4998.5,4997,21,5000,-2
16200,AMETHYSTS,69,9996.5,9995,24,9998,-1
16200,STARFRUIT,69,4997.0,4996,24,4998,-1
16300,AMETHYSTS,69,10000.0,9996,1,10004,-1
16300,STARFRUIT,69,5000.0,4997,2,5003,-23
16400,AMETHYSTS,69,9999.0,9996,2,10002,-3
16400,STARFRUIT,69,4999.0,4996,2,5002,-32
16500,AMETHYSTS,69,9999.0,9996,2,10002,-7
16500,STARFRUIT,69,4999.0,4996,23,5002,-2
16600,AMETHYSTS,69,10001.0,9998,4,10004,-2
16600,STARFRUIT,69,4999.0,4996,29,5002,-2
16700,AMETHYSTS,69,10003.5,10002,1,10005,-26
16700,STARFRUIT,69,5001.5,5001,1,5002,-26
16800,AMETHYSTS,69,10000.0,9995,26,10005,-26
16800,STARFRUIT,69,4999.5,4996,26,5003,-26
16900,AMETHYSTS,69,10000.0,9996,1,10004,-1
16900,STARFRUIT,69,4999.5,4996,26,5003,-26
17000,AMETHYSTS,69,10001.5,9998,9,10005,-29
17000,STARFRUIT,69,4999.5,4996,29,5003,-29
17100,AMETHYSTS,69,10000.0,9996,2,10004,-2
17100,STARFRUIT,69,4999.0,4996,23,5002,-2
17200,AMETHYSTS,69,10001.0,9998,3,10004,-2
17200,STARFRUIT,69,4999.5,4996,24,5003,-24
17300,AMETHYSTS,69,9999.0,9996,2,10002,-9
17300,STARFRUIT,69,4998.5,4996,25,5001,-6
17400,AMETHYSTS,69,10002.5,10000,6,10005,-28
17400,STARFRUIT,69,5001.0,4999,6,5003,-28
17500,AMETHYSTS,69,10000.0,9995,26,10005,-26
17500,STARFRUIT,69,4999.5,4996,26,5003,-26
17600,AMETHYSTS,69,10001.5,9998,6,10005,-30
17600,STARFRUIT,69,4999.5,4996,30,5003,-30
17700,AMETHYSTS,69,10000.0,9996,2,10004,-2
17700,STARFRUIT,69,5001.5,5001,1,5002,-29
17800,AMETHYSTS,69,9999.0,9996,2,10002,-5
17800,STARFRUIT,69,4999.0,4996,26,5002,-2
17900,AMETHYSTS,69,10000.0,9995,23,10005,-23
17900,STARFRUIT,69,4998.5,4995,23,5002,-23
18000,AMETHYSTS,69,10000.0,9996,2,10004,-2
18000,STARFRUIT,69,4999.0,4996,2,5002,-27
18100,AMETHYSTS,69,10000.0,9995,20,10005,-20
18100,STARFRUIT,69,4999.5,4996,20,5003,-20
18200,AMETHYSTS,69,10000.0,9996,1,10004,-1
18200,STARFRUIT,69,4996.0,4995,25,4997,-4
18300,AMETHYSTS,69,10000.0,9996,2,10004,-2
18300,STARFRUIT,69,4998.5,4995,25,5002,-25
18400,AMETHYSTS,69,10000.0,9996,2,10004,-2
18400,STARFRUIT,69,4997.5,4995,25,5000,-5
18500,AMETHYSTS,69,9997.5,9995,29,10000,-2
18500,STARFRUIT,69,4996.5,4995,29,4998,-1
18600,AMETHYSTS,69,10003.5,10002,1,10005,-20
18600,STARFRUIT,69,4998.5,4996,20,5001,-5
18700,AMETHYSTS,69,10000.0,9995,22,10005,-22
18700,STARFRUIT,69,4999.5,4996,22,5003,-22
18800,AMETHYSTS,69,10000.0,9996,2,10004,-2
18800,STARFRUIT,69,4999.0,4996,28,5002,-2
18900,AMETHYSTS,69,10001.5,9998,2,10005,-22
18900,STARFRUIT,69,4999.5,4996,22,5003,-22
19000,AMETHYSTS,69,10000.0,9996,2,10004,-2
19000,STARFRUIT,69,4995.5,4995,28,4996,-10
19100,AMETHYSTS,69,10000.0,9996,2,10004,-2
19100,STARFRUIT,69,4999.0,4996,2,5002,-28
19200,AMETHYSTS,69,9997.0,9996,1,9998,-1
19200,STARFRUIT,69,4999.0,4996,21,5002,-1
19300,AMETHYSTS,69,10000.0,9996,2,10004,-2
19300,STARFRUIT,69,4999.0,4996,23,5002,-2
19400,AMETHYSTS,69,10000.0,9995,26,10005,-26
19400,STARFRUIT,69,4998.5,4995,26,5002,-26
19500,AMETHYSTS,69,10000.0,9995,23,10005,-23
19500,STARFRUIT,69,4998.5,4995,23,5002,-23
19600,AMETHYSTS,69,10000.0,9996,2,10004,-2
19600,STARFRUIT,69,5000.0,4997,2,5003,-29
19700,AMETHYSTS,69,10003.0,10002,1,10004,-2
19700,STARFRUIT,69,4999.0,4997,1,5001,-7
19800,AMETHYSTS,69,10000.0,9996,2,10004,-2
19800,STARFRUIT,69,4999.5,4996,31,5003,-31
19900,AMETHYSTS,69,10000.0,9996,2,10004,-2
19900,STARFRUIT,69,5000.0,4997,2,5003,-32
20000,AMETHYSTS,69,9998.5,9995,27,10002,-4
20000,STARFRUIT,69,5000.0,4997,2,5003,-27
20100,AMETHYSTS,69,10003.0,10002,1,10004,-1
20100,STARFRUIT,69,4998.5,4996,31,5001,-4
20200,AMETHYSTS,69,9996.5,9995,29,9998,-1
20200,STARFRUIT,69,4999.5,4996,29,5003,-29
20300,AMETHYSTS,69,10000.0,9995,27,10005,-27
20300,STARFRUIT,69,4996.5,4996,27,4997,-1
20400,AMETHYSTS,69,9998.0,9996,1,10000,-4
20400,STARFRUIT,69,4998.0,4997,1,4999,-4
20500,AMETHYSTS,69,10002.0,10000,3,10004,-2
20500,STARFRUIT,69,5001.0,4999,4,5003,-32
20600,AMETHYSTS,69,10000.0,9996,2,10004,-2
20600,STARFRUIT,69,5000.0,4997,2,5003,-28
20700,AMETHYSTS,69,10003.5,10002,1,10005,-22
20700,STARFRUIT,69,5001.0,4999,6,5003,-22
20800,AMETHYSTS,69,10000.0,9996,2,10004,-2
20800,STARFRUIT,69,4998.5,4995,24,5002,-24
20900,AMETHYSTS,69,10000.0,9995,23,10005,-23
20900,STARFRUIT,69,5001.0,5000,1,5002,-23
21000,AMETHYSTS,69,10000.0,9996,2,10004,-2
21000,STARFRUIT,69,4999.0,4996,2,5002,-28
21100,AMETHYSTS,69,10000.0,9996,2,10004,-2
21100,STARFRUIT,69,4999.0,4996,2,5002,-24
21200,AMETHYSTS,69,9996.5,9995,22,9998,-1
21200,STARFRUIT,69,4998.5,4995,22,5002,-22
21300,AMETHYSTS,69,9999.0,9996,1,10002,-7
21300,STARFRUIT,69,4999.0,4996,1,5002,-30
21400,AMETHYSTS,69,10000.0,9995,28,10005,-28
21400,STARFRUIT,69,4999.5,4996,28,5003,-28
21500,AMETHYSTS,69,10000.0,9996,1,10004,-1
21500,STARFRUIT,69,5001.0,5000,4,5002,-1
21600,AMETHYSTS,69,10003.0,10002,12,10004,-2
21600,STARFRUIT,69,4999.5,4996,27,5003,-27
21700,AMETHYSTS,69,10001.0,9998,8,10004,-2
21700,STARFRUIT,69,4999.0,4996,2,5002,-31
21800,AMETHYSTS,69,10000.0,9996,2,10004,-2
21800,STARFRUIT,69,4999.5,4996,24,5003,-24
21900,AMETHYSTS,69,10003.0,10002,3,10004,-1
21900,STARFRUIT,69,5000.0,4997,1,5003,-22
22000,AMETHYSTS,69,10000.0,9995,21,10005,-21
22000,STARFRUIT,69,4999.5,4996,21,5003,-21
22100,AMETHYSTS,69,9999.0,9996,2,10002,-7
22100,STARFRUIT,69,5000.5,4997,23,5004,-24
22200,AMETHYSTS,69,10001.0,9998,6,10004,-1
22200,STARFRUIT,69,5000.5,4997,21,5004,-21
22300,AMETHYSTS,69,10000.0,9996,1,10004,-1
22300,STARFRUIT,69,5000.5,4997,29,5004,-29
22400,AMETHYSTS,69,9997.0,9996,2,9998,-1
22400,STARFRUIT,69,4999.5,4996,29,5003,-29
22500,AMETHYSTS,69,10000.0,9996,2,10004,-2
22500,STARFRUIT,69,5000.0,4997,2,5003,-31
22600,AMETHYSTS,69,10002.0,10000,6,10004,-2
22600,STARFRUIT,69,5001.5,5000,6,5003,-2
22700,AMETHYSTS,69,10000.0,9996,2,10004,-2
22700,STARFRUIT,69,5000.0,4997,1,5003,-26
22800,AMETHYSTS,69,9997.0,9996,1,9998,-2
22800,STARFRUIT,69,4999.0,4996,27,5002,-1
22900,AMETHYSTS,69,9999.0,9996,2,10002,-8
22900,STARFRUIT,69,4999.5,4996,32,5003,-32
23000,AMETHYSTS,69,10000.0,9996,1,10004,-1
23000,STARFRUIT,69,4999.5,4996,22,5003,-22
23100,AMETHYSTS,69,10001.5,9998,8,10005,-23
23100,STARFRUIT,69,4999.5,4996,23,5003,-23
23200,AMETHYSTS,69,10001.0,9998,5,10004,-2
23200,STARFRUIT,69,4999.5,4997,31,5002,-3
23300,AMETHYSTS,69,10000.0,9996,1,10004,-1
23300,STARFRUIT,69,5001.0,4998,30,5004,-1
23400,AMETHYSTS,69,10000.0,9996,1,10004,-1
23400,STARFRUIT,69,5001.5,4998,30,5005,-30
23500,AMETHYSTS,69,10001.0,9998,8,10004,-2
23500,STARFRUIT,69,5000.5,4998,29,5003,-4
